,Date,precip_and_snowmelt_input_Lower Bear_mean,irrigation_Lower Bear_mean,AET_Lower Bear_mean,soil_thickness_Lower Bear_mean,soil_porosity_Lower Bear_mean,field_capacity_Lower Bear_mean,wilting_point_Lower Bear_mean,Geo_K_Lower Bear_mean,Runoff_Lower Bear_mean,Recharge_Lower Bear_mean,Soil_Water_End_Of_Previous_Timestep_Lower Bear_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower Bear_mean,precip_and_snowmelt_input_m3_Lower Bear_sum,irrigation_m3_Lower Bear_sum,AET_m3_Lower Bear_sum,Runoff_m3_Lower Bear_sum,Recharge_m3_Lower Bear_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower Bear_sum,Lower Bear_area_m2
0,2005-01-01,81.6653470486888,0.0,9.232261927122465,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,12.389615047453693,41.08770210593833,172.54830913260102,65.00392206723022,587323293.9927218,0.0,66395047.54539614,89101505.46622059,295502974.103473,1177401257.9208574,7096770872.615993
1,2005-02-01,48.09111358506263,0.0,14.943980090157767,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,4.195692582573519,31.047207982309214,170.786319969138,63.51225177887968,345860748.94550514,0.0,107469763.97510588,30174134.981411435,223292431.63166356,1165375027.5780196,7096770872.615993
2,2005-03-01,76.19845069499465,0.0,33.61259156649136,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,4.000275379907957,37.98686618102008,172.9451316667621,64.82823514434716,548000768.667974,0.0,241722468.33722347,28769498.23610559,273202733.76015806,1180107804.1333277,7096770872.615993
3,2005-04-01,111.43387260205473,4.859288334575576,65.32186795642377,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,7.794139988634422,41.34443010691608,176.95278020303627,65.32250214957321,801392129.8751465,34944600.091340825,469764735.2186436,56052161.714660704,297343211.1470613,1207452575.3522644,7096770872.615993
4,2005-05-01,91.74722237943888,12.634149933742904,107.22837622088656,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,5.194034339265862,14.701538015835991,157.17514118366762,56.13434942082974,659809913.8880482,90855962.13507305,771140873.4141334,37351779.25077928,105733502.97201173,1072493751.5412139,7096770872.615993
5,2005-06-01,61.607537250280835,19.437153338302306,111.87627958302029,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,7.615440470499616,3.95720150054078,118.2844368168674,38.28211958078846,443054807.6155199,139778400.3653633,804572763.7689567,54763687.46209125,28459101.94774393,807111190.3157456,7096770872.615993
6,2005-07-01,2.747418503406208,25.26829986748581,103.45976944027048,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,4.75829235202269,0.8942912218125387,75.40033301832706,20.69714955783401,19758813.52266416,181711924.2701461,744051683.6479374,34217055.89434605,6431121.30069713,514482953.65238076,7096770872.615993
7,2005-08-01,14.816507302937685,20.409010928506238,84.7483447595793,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,4.845626645889588,1.0362999334795004,69.5638296233193,18.945570206386716,106554982.14448503,146767319.83187574,609487368.1709105,34845004.89242965,7452328.993056888,474658148.70168895,7096770872.615993
8,2005-09-01,16.440750369885244,9.718576669151153,53.64380634861007,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,1.9208333872885621,0.5428353533923521,67.16488314164414,18.243123267403213,118234532.44575961,69889200.18268165,385789038.07313746,13812794.543221831,3903655.486552299,458289232.7568069,7096770872.615993
9,2005-10-01,38.868779253672216,4.859288334575576,38.417895379413984,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,2.5544370276236137,1.0761769677297535,74.2095396410382,20.97900413208206,279527248.1130971,34944600.091340825,276288928.49872905,18369278.87293017,7739222.746569259,506358490.1713507,7096770872.615993
10,2005-11-01,48.7555916256898,0.0,26.297908057851227,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,0.031731387773482084,1.8749303415466039,97.42849001783392,33.55962236718316,350644171.16245687,0.0,189122802.5705958,228179.33426848773,13484571.927004663,664811325.301205,7096770872.615993
11,2005-12-01,106.23806780184466,0.0,11.423401108189335,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,11.446219839723668,31.40760663949879,150.75321101998807,57.01174218923415,764041247.8522049,0.0,82151437.64793731,82316595.24184729,225886200.128118,1028688437.6733099,7096770872.615993
12,2006-01-01,97.2691132634598,0.0,11.879179188580018,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,19.460094874828524,43.20141791562648,174.43683588416576,66.43624388031445,699540083.4419756,0.0,85429905.89828233,139953385.25968364,310706320.4951113,1190295616.6618261,7096770872.615993
13,2006-02-01,48.923496038173035,0.0,14.350875751314812,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,5.2955024111372,33.635081448178454,170.94049153798744,64.39973827825858,351850895.85539496,0.0,103203954.5010588,38085064.06916223,241906215.68502122,1166434824.2102802,7096770872.615993
14,2006-03-01,120.72334943625911,0.0,27.185410405709998,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,19.88921815983213,54.25035799161002,192.56189799733343,73.36743346395629,868211003.9278238,0.0,195502132.56287864,143041840.99510252,390163087.6824431,1313972622.8474822,7096770872.615993
15,2006-04-01,72.1794627072396,5.6959370641284215,65.0348539631856,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,3.7132485077522968,31.206163561093913,173.40547360817595,64.27801947602609,519091632.33738524,40961226.72012491,467698736.4228233,26705373.28921304,224436626.15810877,1183252232.9114664,7096770872.615993
16,2006-05-01,27.38860645769022,14.809436396524594,89.60690974830955,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,1.7970069205677002,9.20494906817016,120.16558017801236,40.768828008268656,196969637.49463218,106499189.68656349,644419016.9816077,12922251.386744691,66202801.051722094,819955993.9372655,7096770872.615993
17,2006-06-01,21.47437263280088,22.783748256513686,101.04833067242672,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,4.119879474449882,1.2631290028782374,79.23557732646667,22.65367464509673,154437090.2240927,163844906.88049963,726709550.0627136,29626174.125429004,9083557.07099163,540655561.4044997,7096770872.615993
18,2006-07-01,18.68704765422501,29.61887279304919,94.41311748685202,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,8.596815800617568,2.3111854825159863,71.55967681213355,19.50404855352587,134389980.93241975,212998379.37312698,678992012.1896942,61820796.678742334,16620599.549699558,488277255.06738114,7096770872.615993
19,2006-08-01,16.62003060727393,23.922934644555387,70.75513007137491,513.20284857793,0.5130004654645468,134.95737475739435,72.05140859501378,8449.006774325846,7.681844898748577,2.113861366999524,69.93281550722422,19.011690995722972,119528701.41656663,172037144.85476634,508852695.09555316,55241163.85769976,15201494.578402443,477176822.1788137,7096770872.615993
