,Date,precip_and_snowmelt_input_Colorado Headwaters_mean,irrigation_Colorado Headwaters_mean,AET_Colorado Headwaters_mean,soil_thickness_Colorado Headwaters_mean,soil_porosity_Colorado Headwaters_mean,field_capacity_Colorado Headwaters_mean,wilting_point_Colorado Headwaters_mean,Geo_K_Colorado Headwaters_mean,Runoff_Colorado Headwaters_mean,Recharge_Colorado Headwaters_mean,Soil_Water_End_Of_Previous_Timestep_Colorado Headwaters_mean,Soil_Saturation_Percent_End_Of_Timestep_Colorado Headwaters_mean,precip_and_snowmelt_input_m3_Colorado Headwaters_sum,irrigation_m3_Colorado Headwaters_sum,AET_m3_Colorado Headwaters_sum,Runoff_m3_Colorado Headwaters_sum,Recharge_m3_Colorado Headwaters_sum,Soil_Water_End_Of_Previous_Timestep_m3_Colorado Headwaters_sum,Colorado Headwaters_area_m2
0,2005-01-01,56.23443127158332,0,4.319187522669569,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,9.70777240113697,33.45312130629547,53.794129662074944,59.15861852207091,13081515.82798632,0,1004752.9938196079,2258262.6687381244,7782016.523394773,12513886.077044878,233699732.82400423
1,2005-02-01,34.97207111753614,0,1.486760972071092,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,4.353750179443427,28.295942553343163,54.62974707475338,58.82821568293494,8135360.552607778,0,345861.12748235295,1012786.0815537542,6582327.773204322,12708271.64741223,233699732.82400423
2,2005-03-01,28.605018238855894,0,2.9597388465723617,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,2.270205122921313,22.524879072006527,55.4799422721091,59.06206029210275,6654232.639997686,0,688515.709427451,528102.9564873317,5239840.183301557,12906045.43819357,233699732.82400423
3,2005-04-01,19.20168717771365,0,8.496191512513603,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0.9160941250387631,14.741302583265396,50.86801634018629,53.951538812470424,4466801.300325398,0,1976433.1457882356,213107.26983760748,3429198.3158184746,11833191.166421158,233699732.82400423
4,2005-05-01,14.370581831404971,0,18.040261153427643,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0.46246710287663995,11.7573674164201,43.241724721940244,45.27606315712476,3342970.313814276,0,4196628.380031373,107580.7107949119,2735065.529575929,10059142.681382788,233699732.82400423
5,2005-06-01,50.77285822147652,0,27.768589046064566,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,7.955169339270491,27.87298853734709,42.27881831677829,48.6907185949643,11811068.918180598,0,6459661.0976,1850599.6158099044,6483974.39773259,9835144.001120925,233699732.82400423
6,2005-07-01,12.533156786601042,0,25.927094668117526,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0.0,12.293051931477107,39.69246979607595,42.80961909183999,2915524.1229412807,0,6031275.499466667,0.0,2859673.2117586187,9233491.961401112,233699732.82400423
7,2005-08-01,40.527583636002575,0,21.947043888284373,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,3.8917686944793166,24.53125562450965,42.42101823192962,49.01627780824929,9427736.3978623,0,5105424.2378352955,905328.6057428432,5706590.555912565,9868221.674092006,233699732.82400423
8,2005-09-01,55.25361219326277,0,17.5088864708016,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,9.444278497603227,32.15397861431058,44.4845242223546,52.810101813080955,12853375.04184516,0,4073001.418792157,2196987.1821254864,7479821.898034848,10348234.009387014,233699732.82400423
9,2005-10-01,49.38485057784186,0,10.26804497642365,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,8.407924780014852,30.65659351765297,45.57188301077654,53.898303708589985,11488140.39010599,0,2388603.2610352947,1955887.2987297685,7131483.503375939,10601182.519527677,233699732.82400423
