,Date,precip_and_snowmelt_input_Colorado Headwaters-Plateau_mean,irrigation_Colorado Headwaters-Plateau_mean,AET_Colorado Headwaters-Plateau_mean,soil_thickness_Colorado Headwaters-Plateau_mean,soil_porosity_Colorado Headwaters-Plateau_mean,field_capacity_Colorado Headwaters-Plateau_mean,wilting_point_Colorado Headwaters-Plateau_mean,Geo_K_Colorado Headwaters-Plateau_mean,Runoff_Colorado Headwaters-Plateau_mean,Recharge_Colorado Headwaters-Plateau_mean,Soil_Water_End_Of_Previous_Timestep_Colorado Headwaters-Plateau_mean,Soil_Saturation_Percent_End_Of_Timestep_Colorado Headwaters-Plateau_mean,precip_and_snowmelt_input_m3_Colorado Headwaters-Plateau_sum,irrigation_m3_Colorado Headwaters-Plateau_sum,AET_m3_Colorado Headwaters-Plateau_sum,Runoff_m3_Colorado Headwaters-Plateau_sum,Recharge_m3_Colorado Headwaters-Plateau_sum,Soil_Water_End_Of_Previous_Timestep_m3_Colorado Headwaters-Plateau_sum,Colorado Headwaters-Plateau_area_m2
0,2024-01-01,8.977831139217946,0.0,14.591546822875937,220.13474142471804,0.46720127770473396,46.23740059099719,24.87673413807841,9496.549620832091,0.0,0.6252661384647143,15.898879536832641,17.463015412190163,2205962.0818568077,0.0,3585319.985205886,0.0,153634.5314907797,3906535.6618292253,233699732.8254482
1,2024-01-01,8.977831139217946,0.0,14.591546822875937,220.13474142471804,0.46720127770473396,46.23740059099719,24.87673413807841,9496.549620832091,0.0,0.6252661384647143,15.898879536832641,17.463015412190163,2205962.0818568077,0.0,3585319.985205886,0.0,153634.5314907797,3906535.6618292253,233699732.8254482
2,2024-01-01,8.977831139217946,0.0,14.591546822875937,220.13474142471804,0.46720127770473396,46.23740059099719,24.87673413807841,9496.549620832091,0.0,0.6252661384647143,15.898879536832641,17.463015412190163,2205962.0818568077,0.0,3585319.985205886,0.0,153634.5314907797,3906535.6618292253,233699732.8254472
3,2024-01-01,8.977831139217946,0.0,14.591546822875937,220.13474142471804,0.46720127770473396,46.23740059099719,24.87673413807841,9496.549620832091,0.0,0.6252661384647143,15.898879536832641,17.463015412190163,2205962.0818568077,0.0,3585319.985205886,0.0,153634.5314907797,3906535.6618292253,233699732.8254482
4,2024-01-01,8.977831139217946,0.0,14.591546822875937,220.13474142471804,0.46720127770473396,46.23740059099719,24.87673413807841,9496.549620832091,0.0,0.6252661384647143,15.898879536832641,17.463015412190163,2205962.0818568077,0.0,3585319.985205886,0.0,153634.5314907797,3906535.6618292253,233699732.8254482
5,2024-01-01,8.977831139217946,0.0,14.591546822875937,220.13474142471804,0.46720127770473396,46.23740059099719,24.87673413807841,9496.549620832091,0.0,0.6252661384647143,15.898879536832641,17.463015412190163,2205962.0818568077,0.0,3585319.985205886,0.0,153634.5314907797,3906535.6618292253,233699732.8254472
6,2024-01-01,8.977831139217946,0.0,14.591546822875937,220.13474142471804,0.46720127770473396,46.23740059099719,24.87673413807841,9496.549620832091,0.0,0.6252661384647143,15.898879536832641,17.463015412190163,2205962.0818568077,0.0,3585319.985205886,0.0,153634.5314907797,3906535.6618292253,233699732.8254482
7,2024-01-01,8.977831139217946,0.0,14.591546822875937,220.13474142471804,0.46720127770473396,46.23740059099719,24.87673413807841,9496.549620832091,0.0,0.6252661384647143,15.898879536832641,17.463015412190163,2205962.0818568077,0.0,3585319.985205886,0.0,153634.5314907797,3906535.6618292253,233699732.8254482
8,2024-01-01,8.977831139217946,0.0,14.591546822875937,220.13474142471804,0.46720127770473396,46.23740059099719,24.87673413807841,9496.549620832091,0.0,0.6252661384647143,15.898879536832641,17.463015412190163,2205962.0818568077,0.0,3585319.985205886,0.0,153634.5314907797,3906535.6618292253,233699732.8254482
9,2024-01-01,8.977831139217946,0.0,14.591546822875937,220.13474142471804,0.46720127770473396,46.23740059099719,24.87673413807841,9496.549620832091,0.0,0.6252661384647143,15.898879536832641,17.463015412190163,2205962.0818568077,0.0,3585319.985205886,0.0,153634.5314907797,3906535.6618292253,233699732.8254482
