,Date,precip_and_snowmelt_input_Colorado Headwaters-Plateau_mean,irrigation_Colorado Headwaters-Plateau_mean,AET_Colorado Headwaters-Plateau_mean,soil_thickness_Colorado Headwaters-Plateau_mean,soil_porosity_Colorado Headwaters-Plateau_mean,field_capacity_Colorado Headwaters-Plateau_mean,wilting_point_Colorado Headwaters-Plateau_mean,Geo_K_Colorado Headwaters-Plateau_mean,Runoff_Colorado Headwaters-Plateau_mean,Recharge_Colorado Headwaters-Plateau_mean,Soil_Water_End_Of_Previous_Timestep_Colorado Headwaters-Plateau_mean,Soil_Saturation_Percent_End_Of_Timestep_Colorado Headwaters-Plateau_mean,precip_and_snowmelt_input_m3_Colorado Headwaters-Plateau_sum,irrigation_m3_Colorado Headwaters-Plateau_sum,AET_m3_Colorado Headwaters-Plateau_sum,Runoff_m3_Colorado Headwaters-Plateau_sum,Recharge_m3_Colorado Headwaters-Plateau_sum,Soil_Water_End_Of_Previous_Timestep_m3_Colorado Headwaters-Plateau_sum,Colorado Headwaters-Plateau_area_m2
0,2024-01-01,8.703375698482,0,6.038810301051868,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0,0.46292191249747383,13.79754684121583,14.927455021750331,2024625.8507142656,0,1404784.3535607841,0,107683.86602074269,3209647.3162237145,233699732.8254482
1,2024-01-01,8.703375698482,0,6.038810301051868,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0,0.46292191249747383,13.79754684121583,14.927455021750331,2024625.8507142656,0,1404784.3535607841,0,107683.86602074269,3209647.3162237145,233699732.8254482
2,2024-01-01,8.703375698482,0,6.038810301051868,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0,0.46292191249747383,13.79754684121583,14.927455021750331,2024625.8507142656,0,1404784.3535607841,0,107683.86602074269,3209647.3162237145,233699732.8254482
3,2024-01-01,8.703375698482,0,6.038810301051868,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0,0.46292191249747383,13.79754684121583,14.927455021750331,2024625.8507142656,0,1404784.3535607841,0,107683.86602074269,3209647.3162237145,233699732.8254482
4,2024-01-01,8.703375698482,0,6.038810301051868,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0,0.46292191249747383,13.79754684121583,14.927455021750331,2024625.8507142656,0,1404784.3535607841,0,107683.86602074269,3209647.3162237145,233699732.8254482
5,2024-01-01,8.703375698482,0,6.038810301051868,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0,0.46292191249747383,13.79754684121583,14.927455021750331,2024625.8507142656,0,1404784.3535607841,0,107683.86602074269,3209647.3162237145,233699732.8254482
6,2024-01-01,8.703375698482,0,6.038810301051868,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0,0.46292191249747383,13.79754684121583,14.927455021750331,2024625.8507142656,0,1404784.3535607841,0,107683.86602074269,3209647.3162237145,233699732.8254482
7,2024-01-01,8.703375698482,0,6.038810301051868,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0,0.46292191249747383,13.79754684121583,14.927455021750331,2024625.8507142656,0,1404784.3535607841,0,107683.86602074269,3209647.3162237145,233699732.8254482
8,2024-01-01,8.703375698482,0,6.038810301051868,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0,0.46292191249747383,13.79754684121583,14.927455021750331,2024625.8507142656,0,1404784.3535607841,0,107683.86602074269,3209647.3162237145,233699732.8254482
9,2024-01-01,8.703375698482,0,6.038810301051868,251.3034006619514,0.46978902706513603,53.12057045050415,29.181113439464706,9518.980861484288,0,0.46292191249747383,13.79754684121583,14.927455021750331,2024625.8507142656,0,1404784.3535607841,0,107683.86602074269,3209647.3162237145,233699732.8254472
