,Date,precip_and_snowmelt_input_Strawberry_mean,irrigation_Strawberry_mean,AET_Strawberry_mean,soil_thickness_Strawberry_mean,soil_porosity_Strawberry_mean,field_capacity_Strawberry_mean,wilting_point_Strawberry_mean,Geo_K_Strawberry_mean,Runoff_Strawberry_mean,Recharge_Strawberry_mean,Soil_Water_End_Of_Previous_Timestep_Strawberry_mean,Soil_Saturation_Percent_End_Of_Timestep_Strawberry_mean,precip_and_snowmelt_input_m3_Strawberry_sum,irrigation_m3_Strawberry_sum,AET_m3_Strawberry_sum,Runoff_m3_Strawberry_sum,Recharge_m3_Strawberry_sum,Soil_Water_End_Of_Previous_Timestep_m3_Strawberry_sum,Strawberry_area_m2
0,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
1,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
2,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.576603
3,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
4,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
5,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
6,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
7,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
8,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
9,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
10,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
11,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
12,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
13,2024-01-01,78.52077628543293,0.0,8.11124499117325,390.2838910877912,0.4916477003854673,92.56672274657748,46.67453164566497,10463.607916591538,0.4911694935106796,49.65995661184954,77.19667564466991,39.520585691485635,236602495.94172293,0.0,24440903.62915295,1480023.3864551077,149638044.47261965,229288442.52813715,3012831749.5768213
