,Date,precip_and_snowmelt_input_Skull Valley_mean,irrigation_Skull Valley_mean,AET_Skull Valley_mean,soil_thickness_Skull Valley_mean,soil_porosity_Skull Valley_mean,field_capacity_Skull Valley_mean,wilting_point_Skull Valley_mean,Geo_K_Skull Valley_mean,Runoff_Skull Valley_mean,Recharge_Skull Valley_mean,Soil_Water_End_Of_Previous_Timestep_Skull Valley_mean,Soil_Saturation_Percent_End_Of_Timestep_Skull Valley_mean,precip_and_snowmelt_input_m3_Skull Valley_sum,irrigation_m3_Skull Valley_sum,AET_m3_Skull Valley_sum,Runoff_m3_Skull Valley_sum,Recharge_m3_Skull Valley_sum,Soil_Water_End_Of_Previous_Timestep_m3_Skull Valley_sum,Skull Valley_area_m2
0,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
1,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5070148
2,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
3,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
4,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
5,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
6,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
7,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
8,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
9,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5070148
10,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
11,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
12,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
13,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
14,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
15,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
16,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
17,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
18,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
19,2024-01-01,17.410579076059342,0.0,17.686731054382232,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,1.3095532423922795,2.9992015812771813,65.8270593901437,26.26928064004485,36663441.400968924,0.0,37243702.66876861,2757671.0247118208,6316093.047151226,137101268.09966174,2104201063.5071032
20,2024-02-01,48.613724682873524,0.0,30.02665010219213,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,5.823245778507139,6.046294062350866,73.10706682818314,29.77183724129233,102370057.08632767,0.0,63228408.62400784,12262685.091382818,12733129.642048445,152263744.68527162,2104201063.5071032
21,2024-02-01,48.613724682873524,0.0,30.02665010219213,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,5.823245778507139,6.046294062350866,73.10706682818314,29.77183724129233,102370057.08632767,0.0,63228408.62400784,12262685.091382818,12733129.642048445,152263744.68527162,2104201063.5071032
22,2024-02-01,48.613724682873524,0.0,30.02665010219213,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,5.823245778507139,6.046294062350866,73.10706682818314,29.77183724129233,102370057.08632767,0.0,63228408.62400784,12262685.091382818,12733129.642048445,152263744.68527162,2104201063.5070148
23,2024-02-01,48.613724682873524,0.0,30.02665010219213,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,5.823245778507139,6.046294062350866,73.10706682818314,29.77183724129233,102370057.08632767,0.0,63228408.62400784,12262685.091382818,12733129.642048445,152263744.68527162,2104201063.5071032
24,2024-02-01,48.613724682873524,0.0,30.02665010219213,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,5.823245778507139,6.046294062350866,73.10706682818314,29.77183724129233,102370057.08632767,0.0,63228408.62400784,12262685.091382818,12733129.642048445,152263744.68527162,2104201063.5071032
25,2024-02-01,48.613724682873524,0.0,30.02665010219213,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,5.823245778507139,6.046294062350866,73.10706682818314,29.77183724129233,102370057.08632767,0.0,63228408.62400784,12262685.091382818,12733129.642048445,152263744.68527162,2104201063.5071032
26,2024-02-01,48.613724682873524,0.0,30.02665010219213,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,5.823245778507139,6.046294062350866,73.10706682818314,29.77183724129233,102370057.08632767,0.0,63228408.62400784,12262685.091382818,12733129.642048445,152263744.68527162,2104201063.5071032
27,2024-02-01,48.613724682873524,0.0,30.02665010219213,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,5.823245778507139,6.046294062350866,73.10706682818314,29.77183724129233,102370057.08632767,0.0,63228408.62400784,12262685.091382818,12733129.642048445,152263744.68527162,2104201063.5071032
28,2024-02-01,48.613724682873524,0.0,30.02665010219213,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,5.823245778507139,6.046294062350866,73.10706682818314,29.77183724129233,102370057.08632767,0.0,63228408.62400784,12262685.091382818,12733129.642048445,152263744.68527162,2104201063.5071032
29,2024-02-01,48.613724682873524,0.0,30.02665010219213,536.4164555113614,0.49210095005355864,127.85660299498358,59.446222555657364,4903.207909296541,5.823245778507139,6.046294062350866,73.10706682818314,29.77183724129233,102370057.08632767,0.0,63228408.62400784,12262685.091382818,12733129.642048445,152263744.68527162,2104201063.5071032
