,Date,precip_and_snowmelt_input_Skull Valley_mean,irrigation_Skull Valley_mean,AET_Skull Valley_mean,soil_thickness_Skull Valley_mean,soil_porosity_Skull Valley_mean,field_capacity_Skull Valley_mean,wilting_point_Skull Valley_mean,Geo_K_Skull Valley_mean,Runoff_Skull Valley_mean,Recharge_Skull Valley_mean,Soil_Water_End_Of_Previous_Timestep_Skull Valley_mean,Soil_Saturation_Percent_End_Of_Timestep_Skull Valley_mean,precip_and_snowmelt_input_m3_Skull Valley_sum,irrigation_m3_Skull Valley_sum,AET_m3_Skull Valley_sum,Runoff_m3_Skull Valley_sum,Recharge_m3_Skull Valley_sum,Soil_Water_End_Of_Previous_Timestep_m3_Skull Valley_sum,Skull Valley_area_m2
0,2024-01-01,18.72276609484065,0.0,21.78732489841222,536.3116601734904,0.49100790098086655,126.19494278525544,59.495742833051935,4934.046390337177,0.5630759973834624,2.443751443285753,90.3444119772629,35.764980126915304,39436658.65516607,0.0,45890535.57398791,1186101.0388491408,5147602.082611984,189270629.70188895,2104201063.5071032
1,2024-01-01,18.72276609484065,0.0,21.78732489841222,536.3116601734904,0.49100790098086655,126.19494278525544,59.495742833051935,4934.046390337177,0.5630759973834624,2.443751443285753,90.3444119772629,35.764980126915304,39436658.65516607,0.0,45890535.57398791,1186101.0388491408,5147602.082611984,189270629.70188895,2104201063.5071032
2,2024-01-01,18.72276609484065,0.0,21.78732489841222,536.3116601734904,0.49100790098086655,126.19494278525544,59.495742833051935,4934.046390337177,0.5630759973834624,2.443751443285753,90.3444119772629,35.764980126915304,39436658.65516607,0.0,45890535.57398791,1186101.0388491408,5147602.082611984,189270629.70188895,2104201063.5071032
3,2024-01-01,18.72276609484065,0.0,21.78732489841222,536.3116601734904,0.49100790098086655,126.19494278525544,59.495742833051935,4934.046390337177,0.5630759973834624,2.443751443285753,90.3444119772629,35.764980126915304,39436658.65516607,0.0,45890535.57398791,1186101.0388491408,5147602.082611984,189270629.70188895,2104201063.5071032
4,2024-01-01,18.72276609484065,0.0,21.78732489841222,536.3116601734904,0.49100790098086655,126.19494278525544,59.495742833051935,4934.046390337177,0.5630759973834624,2.443751443285753,90.3444119772629,35.764980126915304,39436658.65516607,0.0,45890535.57398791,1186101.0388491408,5147602.082611984,189270629.70188895,2104201063.5071032
5,2024-01-01,18.72276609484065,0.0,21.78732489841222,536.3116601734904,0.49100790098086655,126.19494278525544,59.495742833051935,4934.046390337177,0.5630759973834624,2.443751443285753,90.3444119772629,35.764980126915304,39436658.65516607,0.0,45890535.57398791,1186101.0388491408,5147602.082611984,189270629.70188895,2104201063.5071032
6,2024-01-01,18.72276609484065,0.0,21.78732489841222,536.3116601734904,0.49100790098086655,126.19494278525544,59.495742833051935,4934.046390337177,0.5630759973834624,2.443751443285753,90.3444119772629,35.764980126915304,39436658.65516607,0.0,45890535.57398791,1186101.0388491408,5147602.082611984,189270629.70188895,2104201063.5071032
7,2024-01-01,18.72276609484065,0.0,21.78732489841222,536.3116601734904,0.49100790098086655,126.19494278525544,59.495742833051935,4934.046390337177,0.5630759973834624,2.443751443285753,90.3444119772629,35.764980126915304,39436658.65516607,0.0,45890535.57398791,1186101.0388491408,5147602.082611984,189270629.70188895,2104201063.5070148
8,2024-01-01,18.72276609484065,0.0,21.78732489841222,536.3116601734904,0.49100790098086655,126.19494278525544,59.495742833051935,4934.046390337177,0.5630759973834624,2.443751443285753,90.3444119772629,35.764980126915304,39436658.65516607,0.0,45890535.57398791,1186101.0388491408,5147602.082611984,189270629.70188895,2104201063.5071032
9,2024-01-01,18.72276609484065,0.0,21.78732489841222,536.3116601734904,0.49100790098086655,126.19494278525544,59.495742833051935,4934.046390337177,0.5630759973834624,2.443751443285753,90.3444119772629,35.764980126915304,39436658.65516607,0.0,45890535.57398791,1186101.0388491408,5147602.082611984,189270629.70188895,2104201063.5070148
