,Date,precip_and_snowmelt_input_Lower Beaver_mean,irrigation_Lower Beaver_mean,AET_Lower Beaver_mean,soil_thickness_Lower Beaver_mean,soil_porosity_Lower Beaver_mean,field_capacity_Lower Beaver_mean,wilting_point_Lower Beaver_mean,Geo_K_Lower Beaver_mean,Runoff_Lower Beaver_mean,Recharge_Lower Beaver_mean,Soil_Water_End_Of_Previous_Timestep_Lower Beaver_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower Beaver_mean,precip_and_snowmelt_input_m3_Lower Beaver_sum,irrigation_m3_Lower Beaver_sum,AET_m3_Lower Beaver_sum,Runoff_m3_Lower Beaver_sum,Recharge_m3_Lower Beaver_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower Beaver_sum,Lower Beaver_area_m2
0,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
1,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
2,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
3,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
4,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
5,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
6,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
7,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
8,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
9,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5833354
10,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
11,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
12,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
13,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
14,2024-01-01,12.502965526140816,0.0,5.672185161080377,553.0817631004921,0.48265208607115845,121.52611493027639,63.0584358588328,7000.543232757318,0.8393399390064122,2.135044628324666,151.13725141983647,53.395052260994,25939566.650538657,0.0,11768090.953631379,1741216.4590444851,4429261.840942127,313550525.59544206,2073432732.5841317
