,Date,precip_and_snowmelt_input_Lower Colorado Lake Mead_mean,irrigation_Lower Colorado Lake Mead_mean,AET_Lower Colorado Lake Mead_mean,soil_thickness_Lower Colorado Lake Mead_mean,soil_porosity_Lower Colorado Lake Mead_mean,field_capacity_Lower Colorado Lake Mead_mean,wilting_point_Lower Colorado Lake Mead_mean,Geo_K_Lower Colorado Lake Mead_mean,Runoff_Lower Colorado Lake Mead_mean,Recharge_Lower Colorado Lake Mead_mean,Soil_Water_End_Of_Previous_Timestep_Lower Colorado Lake Mead_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower Colorado Lake Mead_mean,precip_and_snowmelt_input_m3_Lower Colorado Lake Mead_sum,irrigation_m3_Lower Colorado Lake Mead_sum,AET_m3_Lower Colorado Lake Mead_sum,Runoff_m3_Lower Colorado Lake Mead_sum,Recharge_m3_Lower Colorado Lake Mead_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower Colorado Lake Mead_sum,Lower Colorado Lake Mead_area_m2
0,2005-01-01,139.2461679770972,0.0,17.37807475801467,321.65733068244197,0.4653943415440406,67.57459438702912,28.91060552500969,10512.539726962399,49.87346185142131,52.41598165011684,100.7452743533753,77.70057122360562,1590422816.540138,0.0,198507543.81371164,569639661.4185134,598570322.0916003,1130144361.7905214,11639905751.715582
1,2005-02-01,103.24897726253216,0.0,26.72772739754235,321.65733068244197,0.4653943415440406,67.57459438702912,28.91060552500969,10512.539726962399,31.917826481953437,44.726561397890606,99.6935440550492,76.93204070193713,1179376855.0078118,0.0,305304693.1945603,364599670.12704295,510761945.9447689,1118363643.6981523,11639905751.715582
2,2005-03-01,64.07217929080967,0.0,53.983024644745,321.65733068244197,0.4653943415440406,67.57459438702912,28.91060552500969,10512.539726962399,4.223327213882791,22.3638531247585,83.26174650668881,59.961642764439176,731848329.985627,0.0,616604317.5086223,48250363.52096191,255380823.2265945,934055112.8174595,11639905751.715582
3,2005-04-01,72.43922939159124,0.9026464142296424,65.36883160568397,321.65733068244197,0.4653943415440406,67.57459438702912,28.91060552500969,10512.539726962399,7.516888123134217,11.977193016456697,72.87887814145161,46.56284733100428,827417365.006319,10310451.66681854,746672237.6801474,85873410.70979366,136782045.3787725,817565756.4016589,11639905751.715582
4,2005-05-01,19.71838088706446,2.346880648532269,78.6249770028145,321.65733068244197,0.4653943415440406,67.57459438702912,28.91060552500969,10512.539726962399,0.6724104304559967,1.356060158765648,36.00598287056312,16.06771599865869,225219927.70633867,26807174.008560393,898095420.5793443,7680321.476555867,15489149.487560557,403921723.518962,11639905751.715582
5,2005-06-01,28.711047217622763,3.6105856569185697,68.3894786160501,321.65733068244197,0.4653943415440406,67.57459438702912,28.91060552500969,10512.539726962399,1.3897113890400628,0.9147730726455822,28.432180322544315,12.060527839133664,327942617.2778216,41241806.66727416,781199266.0247508,15873043.316732647,10447472.938437227,318950411.4876865,11639905751.715582
6,2005-07-01,12.507567343466816,4.693761297064538,66.24279329992443,321.65733068244197,0.4653943415440406,67.57459438702912,28.91060552500969,10512.539726962399,2.031346779359855,0.8812697661286659,22.449987532364336,9.17266902433225,142860523.6971896,53614348.017120786,756703262.0219444,23201797.76201662,10065113.040380051,251833543.82826415,11639905751.715582
7,2005-08-01,52.275799078544345,3.7911148101292875,65.76382611381891,321.65733068244197,0.4653943415440406,67.57459438702912,28.91060552500969,10512.539726962399,1.9181393512830367,1.6213042299963367,24.88132490385642,12.123375820778328,597153740.1386626,43303895.519839115,751233919.5346512,21908920.93736548,18518673.69011327,279106604.38095576,11639905751.715582
8,2005-09-01,3.280313856550634,1.8052928284592848,42.97959497494334,321.65733068244197,0.4653943415440406,67.57459438702912,28.91060552500969,10512.539726962399,0.49235091263036945,0.551221156475969,20.25642675367348,8.579970717282466,37462951.52096118,20620903.33363708,490961421.1019715,5623543.182950075,6295932.577986017,227223237.99983415,11639905751.715582
9,2005-10-01,52.261405950380784,0.9026464142296424,33.999430905471286,321.65733068244197,0.4653943415440406,67.57459438702912,28.91060552500969,10512.539726962399,0.6848486491823234,3.6243089327568794,36.080322577898386,26.545042685137506,596966055.7104636,10310451.66681854,388376273.19987136,7822071.405221957,41397059.0712198,404740797.5597275,11639905751.715582
