,Date,precip_and_snowmelt_input_Hamlin-Snake Valleys_mean,irrigation_Hamlin-Snake Valleys_mean,AET_Hamlin-Snake Valleys_mean,soil_thickness_Hamlin-Snake Valleys_mean,soil_porosity_Hamlin-Snake Valleys_mean,field_capacity_Hamlin-Snake Valleys_mean,wilting_point_Hamlin-Snake Valleys_mean,Geo_K_Hamlin-Snake Valleys_mean,Runoff_Hamlin-Snake Valleys_mean,Recharge_Hamlin-Snake Valleys_mean,Soil_Water_End_Of_Previous_Timestep_Hamlin-Snake Valleys_mean,Soil_Saturation_Percent_End_Of_Timestep_Hamlin-Snake Valleys_mean,precip_and_snowmelt_input_m3_Hamlin-Snake Valleys_sum,irrigation_m3_Hamlin-Snake Valleys_sum,AET_m3_Hamlin-Snake Valleys_sum,Runoff_m3_Hamlin-Snake Valleys_sum,Recharge_m3_Hamlin-Snake Valleys_sum,Soil_Water_End_Of_Previous_Timestep_m3_Hamlin-Snake Valleys_sum,Hamlin-Snake Valleys_area_m2
0,2024-01-01,12.599611079723639,0.0,7.564351483460272,527.9803660931069,0.4787183696859359,109.00878852032912,51.701926285564326,6980.103671513692,0.8120106984422049,7.726922387574426,143.85496838388494,53.54477673706163,93608159.84265465,0.0,56094117.95098821,6033002.900469789,57405996.02906078,1066791574.7906307,7397444301.04101
1,2024-01-01,12.599611079723639,0.0,7.564351483460272,527.9803660931069,0.4787183696859359,109.00878852032912,51.701926285564326,6980.103671513692,0.8120106984422049,7.726922387574426,143.85496838388494,53.54477673706163,93608159.84265465,0.0,56094117.95098821,6033002.900469789,57405996.02906078,1066791574.7906307,7397444301.04101
2,2024-01-01,12.599611079723639,0.0,7.564351483460272,527.9803660931069,0.4787183696859359,109.00878852032912,51.701926285564326,6980.103671513692,0.8120106984422049,7.726922387574426,143.85496838388494,53.54477673706163,93608159.84265465,0.0,56094117.95098821,6033002.900469789,57405996.02906078,1066791574.7906307,7397444301.041067
3,2024-01-01,12.599611079723639,0.0,7.564351483460272,527.9803660931069,0.4787183696859359,109.00878852032912,51.701926285564326,6980.103671513692,0.8120106984422049,7.726922387574426,143.85496838388494,53.54477673706163,93608159.84265465,0.0,56094117.95098821,6033002.900469789,57405996.02906078,1066791574.7906307,7397444301.04101
4,2024-01-01,12.599611079723639,0.0,7.564351483460272,527.9803660931069,0.4787183696859359,109.00878852032912,51.701926285564326,6980.103671513692,0.8120106984422049,7.726922387574426,143.85496838388494,53.54477673706163,93608159.84265465,0.0,56094117.95098821,6033002.900469789,57405996.02906078,1066791574.7906307,7397444301.04101
5,2024-01-01,12.599611079723639,0.0,7.564351483460272,527.9803660931069,0.4787183696859359,109.00878852032912,51.701926285564326,6980.103671513692,0.8120106984422049,7.726922387574426,143.85496838388494,53.54477673706163,93608159.84265465,0.0,56094117.95098821,6033002.900469789,57405996.02906078,1066791574.7906307,7397444301.04101
6,2024-01-01,12.599611079723639,0.0,7.564351483460272,527.9803660931069,0.4787183696859359,109.00878852032912,51.701926285564326,6980.103671513692,0.8120106984422049,7.726922387574426,143.85496838388494,53.54477673706163,93608159.84265465,0.0,56094117.95098821,6033002.900469789,57405996.02906078,1066791574.7906307,7397444301.041067
7,2024-01-01,12.599611079723639,0.0,7.564351483460272,527.9803660931069,0.4787183696859359,109.00878852032912,51.701926285564326,6980.103671513692,0.8120106984422049,7.726922387574426,143.85496838388494,53.54477673706163,93608159.84265465,0.0,56094117.95098821,6033002.900469789,57405996.02906078,1066791574.7906307,7397444301.04101
8,2024-01-01,12.599611079723639,0.0,7.564351483460272,527.9803660931069,0.4787183696859359,109.00878852032912,51.701926285564326,6980.103671513692,0.8120106984422049,7.726922387574426,143.85496838388494,53.54477673706163,93608159.84265465,0.0,56094117.95098821,6033002.900469789,57405996.02906078,1066791574.7906307,7397444301.04101
9,2024-01-01,12.599611079723639,0.0,7.564351483460272,527.9803660931069,0.4787183696859359,109.00878852032912,51.701926285564326,6980.103671513692,0.8120106984422049,7.726922387574426,143.85496838388494,53.54477673706163,93608159.84265465,0.0,56094117.95098821,6033002.900469789,57405996.02906078,1066791574.7906307,7397444301.04101
