,Date,precip_and_snowmelt_input_White Yampa_mean,irrigation_White Yampa_mean,AET_White Yampa_mean,soil_thickness_White Yampa_mean,soil_porosity_White Yampa_mean,field_capacity_White Yampa_mean,wilting_point_White Yampa_mean,Geo_K_White Yampa_mean,Runoff_White Yampa_mean,Recharge_White Yampa_mean,Soil_Water_End_Of_Previous_Timestep_White Yampa_mean,Soil_Saturation_Percent_End_Of_Timestep_White Yampa_mean,precip_and_snowmelt_input_m3_White Yampa_sum,irrigation_m3_White Yampa_sum,AET_m3_White Yampa_sum,Runoff_m3_White Yampa_sum,Recharge_m3_White Yampa_sum,Soil_Water_End_Of_Previous_Timestep_m3_White Yampa_sum,White Yampa_area_m2
0,2005-01-01,32.595221760954296,0,8.305208237565505,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.02287155597835706,17.533923051327783,81.37765214747361,45.983401645298954,121524740.79756323,0,30493650.25214115,85257.26036646507,65371253.805068694,298785343.92205197,3726250605.1066284
1,2005-02-01,18.467621540667228,0,15.628206306886092,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.00880937586118262,6.742795800123991,77.00482361758701,43.14088499460327,68851925.6291695,0,57381275.52432154,32838.3102651003,25138016.24960913,282729102.4570575,3726250605.1066284
2,2005-03-01,17.411962846697275,0,22.610209616622235,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,2.2324219922473403,70.59787255197357,38.89714551611255,64917878.32369801,0,83018278.21279217,0.0,8322726.0580238225,259203458.233866,3726250605.1066284
3,2005-04-01,20.459439649663945,0,29.130045049186364,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.0,1.5774117204874507,61.733446076928054,33.249596843850625,76280471.46261874,0,106952117.27397646,0.0,5881185.941380422,226659045.3182069,3726250605.1066284
4,2005-05-01,24.822867862753316,0,38.64599613864119,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.02887542235450897,2.0561192137197617,50.95870632771197,26.674775606849632,92548245.57273267,0,141890984.2742197,107661.36423199358,7665967.143737145,187100127.60684922,3726250605.1066284
5,2005-06-01,53.86068059136276,0,48.481451687046054,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.13267145678994444,8.149748346389558,53.4370374533821,28.29726869232279,200810620.9340683,0,178001514.56046268,494662.549253448,30386070.75728033,196200331.14400455,3726250605.1066284
6,2005-07-01,10.394512805605842,0,41.992231313781375,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.02835891966438297,0.38450690044152,43.35421934243199,22.253178109568935,38753342.06671198,0,154175274.91927844,105735.59554311493,1433548.3251531404,159180860.42324787,3726250605.1066284
7,2005-08-01,30.317109777559885,0,57.06513744598695,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.1113613760954058,1.366884391829196,37.50061208970022,18.40920722669759,113032363.84086151,0,209515919.78705087,415206.12988653244,5096274.472449972,137689351.0207337,3726250605.1066284
8,2005-09-01,43.947587254024626,0,22.82665256964237,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.1740877149003638,6.442536049687915,52.92848587239807,28.333453538832465,163853648.17884827,0,83808133.96476081,649082.0188845221,24021371.196695443,194335918.8083528,3726250605.1066284
9,2005-10-01,35.856853475207046,0,17.67300266617634,371.01641099050755,0.47767195999399753,79.47029430852052,41.69607735925673,8849.840936316818,0.351435927748781,8.292059633551276,62.39634872341309,34.330775644749906,133686622.37629978,0,64888079.604235314,1310373.2337116383,30916011.616074104,229097016.4036431,3726250605.1066284
