,Date,precip_and_snowmelt_input_Fort Pearce Wash_mean,irrigation_Fort Pearce Wash_mean,AET_Fort Pearce Wash_mean,soil_thickness_Fort Pearce Wash_mean,soil_porosity_Fort Pearce Wash_mean,field_capacity_Fort Pearce Wash_mean,wilting_point_Fort Pearce Wash_mean,Geo_K_Fort Pearce Wash_mean,Runoff_Fort Pearce Wash_mean,Recharge_Fort Pearce Wash_mean,Soil_Water_End_Of_Previous_Timestep_Fort Pearce Wash_mean,Soil_Saturation_Percent_End_Of_Timestep_Fort Pearce Wash_mean,precip_and_snowmelt_input_m3_Fort Pearce Wash_sum,irrigation_m3_Fort Pearce Wash_sum,AET_m3_Fort Pearce Wash_sum,Runoff_m3_Fort Pearce Wash_sum,Recharge_m3_Fort Pearce Wash_sum,Soil_Water_End_Of_Previous_Timestep_m3_Fort Pearce Wash_sum,Fort Pearce Wash_area_m2
0,2024-01-01,38.360465838124234,0.0,17.650096215522765,368.5869516466886,0.45664014606578274,70.59606337757553,30.37867993887432,7348.546949341655,0.0,1.170874426718952,34.88038639653348,22.41141135546438,40361032.53840897,0.0,18570042.331772555,0.0,1232142.6471744643,36700112.131951064,1119461567.1111298
1,2024-01-01,38.360465838124234,0.0,17.650096215522765,368.5869516466886,0.45664014606578274,70.59606337757553,30.37867993887432,7348.546949341655,0.0,1.170874426718952,34.88038639653348,22.41141135546438,40361032.53840897,0.0,18570042.331772555,0.0,1232142.6471744643,36700112.131951064,1119461567.1111298
2,2024-01-01,38.360465838124234,0.0,17.650096215522765,368.5869516466886,0.45664014606578274,70.59606337757553,30.37867993887432,7348.546949341655,0.0,1.170874426718952,34.88038639653348,22.41141135546438,40361032.53840897,0.0,18570042.331772555,0.0,1232142.6471744643,36700112.131951064,1119461567.1111298
3,2024-01-01,38.360465838124234,0.0,17.650096215522765,368.5869516466886,0.45664014606578274,70.59606337757553,30.37867993887432,7348.546949341655,0.0,1.170874426718952,34.88038639653348,22.41141135546438,40361032.53840897,0.0,18570042.331772555,0.0,1232142.6471744643,36700112.131951064,1119461567.1111298
4,2024-01-01,38.360465838124234,0.0,17.650096215522765,368.5869516466886,0.45664014606578274,70.59606337757553,30.37867993887432,7348.546949341655,0.0,1.170874426718952,34.88038639653348,22.41141135546438,40361032.53840897,0.0,18570042.331772555,0.0,1232142.6471744643,36700112.131951064,1119461567.1111298
5,2024-01-01,38.360465838124234,0.0,17.650096215522765,368.5869516466886,0.45664014606578274,70.59606337757553,30.37867993887432,7348.546949341655,0.0,1.170874426718952,34.88038639653348,22.41141135546438,40361032.53840897,0.0,18570042.331772555,0.0,1232142.6471744643,36700112.131951064,1119461567.1111298
6,2024-01-01,38.360465838124234,0.0,17.650096215522765,368.5869516466886,0.45664014606578274,70.59606337757553,30.37867993887432,7348.546949341655,0.0,1.170874426718952,34.88038639653348,22.41141135546438,40361032.53840897,0.0,18570042.331772555,0.0,1232142.6471744643,36700112.131951064,1119461567.1111298
7,2024-01-01,38.360465838124234,0.0,17.650096215522765,368.5869516466886,0.45664014606578274,70.59606337757553,30.37867993887432,7348.546949341655,0.0,1.170874426718952,34.88038639653348,22.41141135546438,40361032.53840897,0.0,18570042.331772555,0.0,1232142.6471744643,36700112.131951064,1119461567.1111298
8,2024-01-01,38.360465838124234,0.0,17.650096215522765,368.5869516466886,0.45664014606578274,70.59606337757553,30.37867993887432,7348.546949341655,0.0,1.170874426718952,34.88038639653348,22.41141135546438,40361032.53840897,0.0,18570042.331772555,0.0,1232142.6471744643,36700112.131951064,1119461567.1111298
9,2024-01-01,38.360465838124234,0.0,17.650096215522765,368.5869516466886,0.45664014606578274,70.59606337757553,30.37867993887432,7348.546949341655,0.0,1.170874426718952,34.88038639653348,22.41141135546438,40361032.53840897,0.0,18570042.331772555,0.0,1232142.6471744643,36700112.131951064,1119461567.1111298
