,Date,precip_and_snowmelt_input_Lower Green-Diamond_mean,irrigation_Lower Green-Diamond_mean,AET_Lower Green-Diamond_mean,soil_thickness_Lower Green-Diamond_mean,soil_porosity_Lower Green-Diamond_mean,field_capacity_Lower Green-Diamond_mean,wilting_point_Lower Green-Diamond_mean,Geo_K_Lower Green-Diamond_mean,Runoff_Lower Green-Diamond_mean,Recharge_Lower Green-Diamond_mean,Soil_Water_End_Of_Previous_Timestep_Lower Green-Diamond_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower Green-Diamond_mean,precip_and_snowmelt_input_m3_Lower Green-Diamond_sum,irrigation_m3_Lower Green-Diamond_sum,AET_m3_Lower Green-Diamond_sum,Runoff_m3_Lower Green-Diamond_sum,Recharge_m3_Lower Green-Diamond_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower Green-Diamond_sum,Lower Green-Diamond_area_m2
0,2024-01-01,10.70993124102554,0.0,5.54747910513124,445.5521081707851,0.48380215310875824,95.32263430661693,46.911278000342314,12706.265082450818,0.0004178081053265161,2.544977511419574,66.95651531250127,28.469328153218672,45094724.66508713,0.0,23356784.842432264,1758.840458948114,10716489.079000933,281609694.846641,4206074648.8933864
1,2024-01-01,10.70993124102554,0.0,5.54747910513124,445.5521081707851,0.48380215310875824,95.32263430661693,46.911278000342314,12706.265082450818,0.0004178081053265161,2.544977511419574,66.95651531250127,28.469328153218672,45094724.66508713,0.0,23356784.842432264,1758.840458948114,10716489.079000933,281609694.846641,4206074648.8933864
2,2024-01-01,10.70993124102554,0.0,5.54747910513124,445.5521081707851,0.48380215310875824,95.32263430661693,46.911278000342314,12706.265082450818,0.0004178081053265161,2.544977511419574,66.95651531250127,28.469328153218672,45094724.66508713,0.0,23356784.842432264,1758.840458948114,10716489.079000933,281609694.846641,4206074648.8933864
3,2024-01-01,10.70993124102554,0.0,5.54747910513124,445.5521081707851,0.48380215310875824,95.32263430661693,46.911278000342314,12706.265082450818,0.0004178081053265161,2.544977511419574,66.95651531250127,28.469328153218672,45094724.66508713,0.0,23356784.842432264,1758.840458948114,10716489.079000933,281609694.846641,4206074648.8933864
4,2024-01-01,10.70993124102554,0.0,5.54747910513124,445.5521081707851,0.48380215310875824,95.32263430661693,46.911278000342314,12706.265082450818,0.0004178081053265161,2.544977511419574,66.95651531250127,28.469328153218672,45094724.66508713,0.0,23356784.842432264,1758.840458948114,10716489.079000933,281609694.846641,4206074648.8933864
5,2024-01-01,10.70993124102554,0.0,5.54747910513124,445.5521081707851,0.48380215310875824,95.32263430661693,46.911278000342314,12706.265082450818,0.0004178081053265161,2.544977511419574,66.95651531250127,28.469328153218672,45094724.66508713,0.0,23356784.842432264,1758.840458948114,10716489.079000933,281609694.846641,4206074648.8933864
6,2024-01-01,10.70993124102554,0.0,5.54747910513124,445.5521081707851,0.48380215310875824,95.32263430661693,46.911278000342314,12706.265082450818,0.0004178081053265161,2.544977511419574,66.95651531250127,28.469328153218672,45094724.66508713,0.0,23356784.842432264,1758.840458948114,10716489.079000933,281609694.846641,4206074648.8933864
7,2024-01-01,10.70993124102554,0.0,5.54747910513124,445.5521081707851,0.48380215310875824,95.32263430661693,46.911278000342314,12706.265082450818,0.0004178081053265161,2.544977511419574,66.95651531250127,28.469328153218672,45094724.66508713,0.0,23356784.842432264,1758.840458948114,10716489.079000933,281609694.846641,4206074648.8933864
8,2024-01-01,10.70993124102554,0.0,5.54747910513124,445.5521081707851,0.48380215310875824,95.32263430661693,46.911278000342314,12706.265082450818,0.0004178081053265161,2.544977511419574,66.95651531250127,28.469328153218672,45094724.66508713,0.0,23356784.842432264,1758.840458948114,10716489.079000933,281609694.846641,4206074648.8933864
9,2024-01-01,10.70993124102554,0.0,5.54747910513124,445.5521081707851,0.48380215310875824,95.32263430661693,46.911278000342314,12706.265082450818,0.0004178081053265161,2.544977511419574,66.95651531250127,28.469328153218672,45094724.66508713,0.0,23356784.842432264,1758.840458948114,10716489.079000933,281609694.846641,4206074648.8933864
