,Date,precip_and_snowmelt_input_Upper Colorado-Kane Springs_mean,irrigation_Upper Colorado-Kane Springs_mean,AET_Upper Colorado-Kane Springs_mean,soil_thickness_Upper Colorado-Kane Springs_mean,soil_porosity_Upper Colorado-Kane Springs_mean,field_capacity_Upper Colorado-Kane Springs_mean,wilting_point_Upper Colorado-Kane Springs_mean,Geo_K_Upper Colorado-Kane Springs_mean,Runoff_Upper Colorado-Kane Springs_mean,Recharge_Upper Colorado-Kane Springs_mean,Soil_Water_End_Of_Previous_Timestep_Upper Colorado-Kane Springs_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Colorado-Kane Springs_mean,precip_and_snowmelt_input_m3_Upper Colorado-Kane Springs_sum,irrigation_m3_Upper Colorado-Kane Springs_sum,AET_m3_Upper Colorado-Kane Springs_sum,Runoff_m3_Upper Colorado-Kane Springs_sum,Recharge_m3_Upper Colorado-Kane Springs_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Colorado-Kane Springs_sum,Upper Colorado-Kane Springs_area_m2
0,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795336
1,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
2,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
3,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
4,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
5,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
6,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
7,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
8,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
9,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
10,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
11,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
12,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
13,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
14,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
15,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
16,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795336
17,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
18,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
19,2024-01-01,16.73322287445855,0.0,20.44620720294653,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.018323387744018767,1.2062274386817415,14.556799766647192,9.664518208451547,98542656.70154582,0.0,120411552.24180393,107890.66375684699,7102932.101236086,85727876.88560593,5887689347.795564
20,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795336
21,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
22,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
23,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
24,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
25,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
26,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
27,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
28,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
29,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
30,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
31,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795336
32,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
33,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
34,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
35,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
36,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
37,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
38,2024-02-01,22.79159563472313,0.0,25.038207432248456,294.08304361125437,0.4566020939432883,59.150322842249984,29.098797227492746,17507.713254635702,0.01590747857586384,1.9452391442700332,16.6915197177449,12.452792440982977,134222287.89286393,0.0,147455655.43996862,93665.4534753273,11454930.442764452,98299195.38164003,5887689347.795564
