,Date,precip_and_snowmelt_input_San Pitch_mean,irrigation_San Pitch_mean,AET_San Pitch_mean,soil_thickness_San Pitch_mean,soil_porosity_San Pitch_mean,field_capacity_San Pitch_mean,wilting_point_San Pitch_mean,Geo_K_San Pitch_mean,Runoff_San Pitch_mean,Recharge_San Pitch_mean,Soil_Water_End_Of_Previous_Timestep_San Pitch_mean,Soil_Saturation_Percent_End_Of_Timestep_San Pitch_mean,precip_and_snowmelt_input_m3_San Pitch_sum,irrigation_m3_San Pitch_sum,AET_m3_San Pitch_sum,Runoff_m3_San Pitch_sum,Recharge_m3_San Pitch_sum,Soil_Water_End_Of_Previous_Timestep_m3_San Pitch_sum,San Pitch_area_m2
0,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
1,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
2,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
3,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
4,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.986012
5,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
6,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
7,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.986012
8,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
9,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
10,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
11,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
12,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
13,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.986012
14,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
15,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
16,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
17,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
18,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
19,2024-01-01,55.348468341337195,0.0,7.656741141843175,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,2.7510314007770686,32.06075097148592,130.88377385433802,49.89490801579756,123392121.69846396,0.0,17069474.397919115,6132985.996165047,71475614.42580387,291785723.3015422,2227751045.987718
20,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.987718
21,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.987718
22,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.987718
23,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.987718
24,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.987718
25,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.986012
26,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.987718
27,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.987718
28,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.987718
29,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.986012
30,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.986012
31,2024-02-01,74.40568398923338,0.0,14.944613635083382,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,5.271597974356491,43.20269064413196,141.8741515814507,54.77169211244168,165877006.41882113,0.0,33316642.415538225,11752196.64220849,96314656.30524004,316287250.95869803,2227751045.987718
