,Date,precip_and_snowmelt_input_Lower Sevier_mean,irrigation_Lower Sevier_mean,AET_Lower Sevier_mean,soil_thickness_Lower Sevier_mean,soil_porosity_Lower Sevier_mean,field_capacity_Lower Sevier_mean,wilting_point_Lower Sevier_mean,Geo_K_Lower Sevier_mean,Runoff_Lower Sevier_mean,Recharge_Lower Sevier_mean,Soil_Water_End_Of_Previous_Timestep_Lower Sevier_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower Sevier_mean,precip_and_snowmelt_input_m3_Lower Sevier_sum,irrigation_m3_Lower Sevier_sum,AET_m3_Lower Sevier_sum,Runoff_m3_Lower Sevier_sum,Recharge_m3_Lower Sevier_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower Sevier_sum,Lower Sevier_area_m2
0,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.868032
1,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
2,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
3,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
4,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.868032
5,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
6,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
7,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
8,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
9,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.868032
10,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
11,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
12,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
13,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
14,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
15,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
16,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
17,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
18,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.868032
19,2024-01-01,17.33952011256097,0.0,18.66157378716372,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.2202549095094323,3.9326103763909668,48.47422229259571,17.506067997665827,184214544.3095485,0.0,198232871.51382744,2340282.1881249435,41781875.936407894,514932071.01688683,10612428641.863562
20,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.868032
21,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
22,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
23,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
24,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
25,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.868032
26,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
27,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
28,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
29,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
30,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
31,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
32,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.863562
33,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.868032
34,2024-02-01,56.91519115618537,0.0,26.021070696477118,548.8243040840367,0.49484934829493626,123.24265710861224,68.69665418839908,4960.068368229879,0.7308142972526275,10.146791680711967,68.64758477320241,26.50377335552509,604636350.3992264,0.0,276410006.1525804,7764793.728829302,107805376.87928396,729254107.0070066,10612428641.868032
