,Date,precip_and_snowmelt_input_Fremont_mean,irrigation_Fremont_mean,AET_Fremont_mean,soil_thickness_Fremont_mean,soil_porosity_Fremont_mean,field_capacity_Fremont_mean,wilting_point_Fremont_mean,Geo_K_Fremont_mean,Runoff_Fremont_mean,Recharge_Fremont_mean,Soil_Water_End_Of_Previous_Timestep_Fremont_mean,Soil_Saturation_Percent_End_Of_Timestep_Fremont_mean,precip_and_snowmelt_input_m3_Fremont_sum,irrigation_m3_Fremont_sum,AET_m3_Fremont_sum,Runoff_m3_Fremont_sum,Recharge_m3_Fremont_sum,Soil_Water_End_Of_Previous_Timestep_m3_Fremont_sum,Fremont_area_m2
0,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.670146
1,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
2,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
3,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
4,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
5,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
6,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
7,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
8,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
9,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
10,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
11,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.670146
12,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.670146
13,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
14,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
15,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
16,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.670146
17,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
18,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
19,2024-01-01,28.67482492593064,0.0,12.126941813520075,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.018461475280789105,13.012724842470133,53.48092989114666,30.293097503717956,147032194.5236643,0.0,62183730.373688966,94668.10344321768,66722274.04633999,274015428.7068945,5124879115.6746025
20,2024-02-01,46.56901934825544,0.0,13.768710560052055,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.3174200048321396,23.197186371535516,63.476209281600774,39.35116942560843,238789348.50981978,0.0,70602265.20936881,1627679.536102001,118945086.21844658,325228351.4994712,5124879115.670146
21,2024-02-01,46.56901934825544,0.0,13.768710560052055,324.62030276226903,0.4833900553410144,72.53917424244973,32.50482433788382,18827.900431136317,0.3174200048321396,23.197186371535516,63.476209281600774,39.35116942560843,238789348.50981978,0.0,70602265.20936881,1627679.536102001,118945086.21844658,325228351.4994712,5124879115.6746025
