,Date,precip_and_snowmelt_input_Central Bear_mean,irrigation_Central Bear_mean,AET_Central Bear_mean,soil_thickness_Central Bear_mean,soil_porosity_Central Bear_mean,field_capacity_Central Bear_mean,wilting_point_Central Bear_mean,Geo_K_Central Bear_mean,Runoff_Central Bear_mean,Recharge_Central Bear_mean,Soil_Water_End_Of_Previous_Timestep_Central Bear_mean,Soil_Saturation_Percent_End_Of_Timestep_Central Bear_mean,precip_and_snowmelt_input_m3_Central Bear_sum,irrigation_m3_Central Bear_sum,AET_m3_Central Bear_sum,Runoff_m3_Central Bear_sum,Recharge_m3_Central Bear_sum,Soil_Water_End_Of_Previous_Timestep_m3_Central Bear_sum,Central Bear_area_m2
0,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
1,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
2,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
3,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
4,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
5,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
6,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
7,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
8,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
9,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
10,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
11,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
12,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
13,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
14,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
15,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
16,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
17,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
18,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
19,2024-01-01,49.05911780534991,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928580351985,13.129217905700697,114.44194222261528,52.634349977978225,61327382.7344567,0.0,7219594.298101959,5265218.7123446325,16412437.672419984,126836482.08352686,2119436591.4576964
20,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
21,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
22,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
23,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
24,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
25,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
26,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
27,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
28,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
29,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
30,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
31,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
32,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
33,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
34,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
35,2024-02-01,64.9466102664403,0.0,7.655797653512116,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,5.260827824628056,33.24968263646268,126.79042576584078,59.032731609649616,81187876.27027841,0.0,8484950.25228235,6576419.768366821,41564438.952483416,140522358.9524905,2119436591.4576964
