,Date,precip_and_snowmelt_input_Upper Bear_mean,irrigation_Upper Bear_mean,AET_Upper Bear_mean,soil_thickness_Upper Bear_mean,soil_porosity_Upper Bear_mean,field_capacity_Upper Bear_mean,wilting_point_Upper Bear_mean,Geo_K_Upper Bear_mean,Runoff_Upper Bear_mean,Recharge_Upper Bear_mean,Soil_Water_End_Of_Previous_Timestep_Upper Bear_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Bear_mean,precip_and_snowmelt_input_m3_Upper Bear_sum,irrigation_m3_Upper Bear_sum,AET_m3_Upper Bear_sum,Runoff_m3_Upper Bear_sum,Recharge_m3_Upper Bear_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Bear_sum,Upper Bear_area_m2
0,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
1,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
2,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.296774
3,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
4,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
5,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
6,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
7,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
8,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.296774
9,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
10,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
11,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
12,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.296774
13,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
14,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
15,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.296774
16,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
17,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
18,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.296774
19,2024-01-01,69.59104003834865,0.0,1.8067523019211098,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,4.429577299836295,29.343112136915746,108.16454693644117,45.07313022405373,361833893.1389559,0.0,9394145.821482353,23031326.818621337,152566910.7065138,560066422.3341674,5195493372.29724
20,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
21,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.296774
22,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
23,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
24,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
25,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
26,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.296774
27,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
28,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
29,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
30,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
31,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
32,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
33,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.296774
34,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
35,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.296774
36,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
37,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.296774
38,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
39,2024-02-01,92.97875614039619,0.0,3.9414248363890296,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,9.940903357675067,54.21158981520029,133.0196347994815,55.871867471772234,483437064.2133877,0.0,20493300.204760786,51687058.77583143,281869327.3762729,688763955.4687144,5195493372.29724
40,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.296774
41,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.296774
42,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.29724
43,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.29724
44,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.29724
45,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.296774
46,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.29724
47,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.29724
48,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.29724
49,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.29724
50,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.29724
51,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.29724
52,2024-03-01,79.37432651760989,0.0,35.073141817827526,501.347631939257,0.49297360839725524,123.748365981581,63.3030427728722,14183.579608921458,6.765562561684667,40.81838180104425,129.88947407066428,54.10638441497137,412701714.88968706,0.0,182361083.53041556,35176996.35245107,212232158.4077662,672556263.0264502,5195493372.29724
