,Date,precip_and_snowmelt_input_Upper Snake_mean,irrigation_Upper Snake_mean,AET_Upper Snake_mean,soil_thickness_Upper Snake_mean,soil_porosity_Upper Snake_mean,field_capacity_Upper Snake_mean,wilting_point_Upper Snake_mean,Geo_K_Upper Snake_mean,Runoff_Upper Snake_mean,Recharge_Upper Snake_mean,Soil_Water_End_Of_Previous_Timestep_Upper Snake_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Snake_mean,precip_and_snowmelt_input_m3_Upper Snake_sum,irrigation_m3_Upper Snake_sum,AET_m3_Upper Snake_sum,Runoff_m3_Upper Snake_sum,Recharge_m3_Upper Snake_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Snake_sum,Upper Snake_area_m2
0,2005-01-01,29.41361433066762,0.0,3.3766263559794183,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,2.5644040833333994,9.941913379959834,144.17893638795806,53.13370866468331,75692737.75633223,0.0,8688767.16218824,6600403.629282946,25582425.074564118,371057357.05207765,2550114889.2902493
1,2005-02-01,13.03809082305656,0.0,6.863828532101072,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,1.344526448472545,2.245011105083782,146.76366112535717,54.0853965289497,33553303.260099657,0.0,17662815.035709806,3460835.8954193005,5777461.087983364,377709548.29306483,2550114889.2902493
2,2005-03-01,18.239784889922515,0.0,23.00140923540786,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.5364667883416092,1.3979780474689205,140.0730936141414,51.61371352487242,46937463.325143844,0.0,59188401.78731763,1380966.626684962,3597708.7670790674,360494086.79115653,2550114889.2902493
3,2005-04-01,50.08064157430012,0.45443099935683473,29.061547537115327,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,3.384300022818217,9.880820181314279,148.34895362855096,54.96534122854439,128875850.41711217,1169425.0730341426,74785271.45970978,8711106.888733147,25425446.24699146,381791057.6539657,2550114889.2902493
4,2005-05-01,132.92483753929028,1.1815206171248283,40.30645954183461,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,18.26138771579702,51.55472177557776,172.33274275175683,66.10838271065636,342066426.3871324,3040505.238276102,103725856.70568627,47002338.49670725,132661080.35913855,443508713.7178422,2550114889.2902493
5,2005-06-01,38.02665207744685,1.817723997427339,70.69835807688526,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.00010314977039907277,5.376718670794718,136.3421951711171,50.359409714086745,97856972.36308067,4677700.29213657,181933744.9203686,265.49068360014024,13836707.58199988,350891088.31268567,2550114889.2902493
6,2005-07-01,8.163241721759933,2.3630412342496565,59.80470619080393,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.0,0.48409420614837023,98.49341211039795,33.64550136138717,21006491.601922117,6081010.476552204,153901324.81681567,0.0,1245922.7123373437,253490513.54402027,2550114889.2902493
7,2005-08-01,18.340949293678946,1.9086101152542692,43.432340313964545,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.1484645912461626,0.22966858477422208,89.06264127565674,29.770283647476845,47196168.449088074,4911585.095643653,111766811.58345102,382069.2441443684,591024.685071971,229221082.54314458,2550114889.2902493
8,2005-09-01,12.752822364968967,0.9088619987136695,30.80038016583096,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.12879980213819614,0.3579552225813109,83.0903894528911,27.417655118819088,32818567.863244716,2338850.146068285,79262266.33047844,331483.90218793845,921164.6859024906,213852086.42992666,2550114889.2902493
9,2005-10-01,31.669319083053715,0.45443099935683473,19.72854193294661,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.5566714237358035,1.0751427117252201,94.93247537672988,33.031074448659936,81497727.33913602,1169425.0730341426,50769405.69111371,1432826.5400479357,2766360.717757395,244326931.37937182,2550114889.2902493
10,2005-11-01,23.03232245675731,0.0,10.294661291908367,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,0.6290643804465433,1.7966692905074673,105.57449147752004,38.26710786342926,59267547.82713553,0.0,26491713.915898025,1619236.8674982104,4622472.736275898,271710648.5899751,2550114889.2902493
11,2005-12-01,49.54093201929409,0.0,4.978337102218727,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,4.4665224026804236,9.1532045746798,136.51735941723507,50.92391303464192,127484949.3395597,0.0,12810888.709521577,11496824.781855928,23549811.229435854,351338073.20872146,2550114889.2902493
12,2006-01-01,44.991512577081345,0.0,7.551633729885623,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,5.353526501550018,15.324679122490158,153.27903264039057,57.345981498832955,115775841.8878434,0.0,19433198.50095686,13779482.255854744,39428878.59039677,394472355.74935657,2550114889.2902493
13,2006-02-01,22.605233596442186,0.0,11.048110641365975,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,2.3856092731989214,6.356390635289209,156.0941556869788,58.32365636715602,58171129.593001164,0.0,28430447.835882355,6140405.629988213,16355197.072301453,401717434.80418587,2550114889.2902493
14,2006-03-01,71.61177548109741,0.0,21.125061449218382,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,6.564287211843551,36.9663908015397,163.05019170547462,61.231944818609,184276482.160741,0.0,54362515.86844703,16895108.46560543,95118212.85122633,419618079.779648,2550114889.2902493
15,2006-04-01,51.30063414057078,0.4192150567452496,34.673450660374286,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,3.394195428433108,15.648682268790719,161.05371254519244,60.19251327953142,132014182.82158528,1078794.6413516446,89226774.37583528,8736253.04887338,40266526.398155354,414481503.41972077,2550114889.2902493
16,2006-05-01,39.55334611754398,1.0899591560695931,53.49247861567198,520.0376110694622,0.5003379194941121,130.44448595370352,57.3876821145274,9390.32558443017,1.3961525721427102,3.2327715728470063,143.61436783480767,53.249316178200154,101787182.66098076,2804866.089472222,137657125.27504307,3593393.1827723677,8319251.252436482,369603534.7169216,2550114889.2902493
