,Date,precip_and_snowmelt_input_Lower San Juan_mean,irrigation_Lower San Juan_mean,AET_Lower San Juan_mean,soil_thickness_Lower San Juan_mean,soil_porosity_Lower San Juan_mean,field_capacity_Lower San Juan_mean,wilting_point_Lower San Juan_mean,Geo_K_Lower San Juan_mean,Runoff_Lower San Juan_mean,Recharge_Lower San Juan_mean,Soil_Water_End_Of_Previous_Timestep_Lower San Juan_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower San Juan_mean,precip_and_snowmelt_input_m3_Lower San Juan_sum,irrigation_m3_Lower San Juan_sum,AET_m3_Lower San Juan_sum,Runoff_m3_Lower San Juan_sum,Recharge_m3_Lower San Juan_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower San Juan_sum,Lower San Juan_area_m2
0,2024-01-01,18.826454868487602,0,17.0896580861957,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,0.0,0.02686764941377782,4.136180196637294,3.8026064814437204,97748447.06575972,0,88732257.18900727,0.0,139512.64000184162,21071830.701090746,5347993441.012266
1,2024-01-01,18.826454868487602,0,17.0896580861957,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,0.0,0.02686764941377782,4.136180196637294,3.8026064814437204,97748447.06575972,0,88732257.18900727,0.0,139512.64000184162,21071830.701090746,5347993441.012266
2,2024-01-01,18.826454868487602,0,17.0896580861957,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,0.0,0.02686764941377782,4.136180196637294,3.8026064814437204,97748447.06575972,0,88732257.18900727,0.0,139512.64000184162,21071830.701090746,5347993441.012266
3,2024-01-01,18.826454868487602,0,17.0896580861957,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,0.0,0.02686764941377782,4.136180196637294,3.8026064814437204,97748447.06575972,0,88732257.18900727,0.0,139512.64000184162,21071830.701090746,5347993441.012266
4,2024-01-01,18.826454868487602,0,17.0896580861957,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,0.0,0.02686764941377782,4.136180196637294,3.8026064814437204,97748447.06575972,0,88732257.18900727,0.0,139512.64000184162,21071830.701090746,5347993441.012266
5,2024-01-01,18.826454868487602,0,17.0896580861957,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,0.0,0.02686764941377782,4.136180196637294,3.8026064814437204,97748447.06575972,0,88732257.18900727,0.0,139512.64000184162,21071830.701090746,5347993441.012266
6,2024-01-01,18.826454868487602,0,17.0896580861957,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,0.0,0.02686764941377782,4.136180196637294,3.8026064814437204,97748447.06575972,0,88732257.18900727,0.0,139512.64000184162,21071830.701090746,5347993441.012266
7,2024-01-01,18.826454868487602,0,17.0896580861957,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,0.0,0.02686764941377782,4.136180196637294,3.8026064814437204,97748447.06575972,0,88732257.18900727,0.0,139512.64000184162,21071830.701090746,5347993441.012266
8,2024-01-01,18.826454868487602,0,17.0896580861957,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,0.0,0.02686764941377782,4.136180196637294,3.8026064814437204,97748447.06575972,0,88732257.18900727,0.0,139512.64000184162,21071830.701090746,5347993441.012266
9,2024-01-01,18.826454868487602,0,17.0896580861957,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,0.0,0.02686764941377782,4.136180196637294,3.8026064814437204,97748447.06575972,0,88732257.18900727,0.0,139512.64000184162,21071830.701090746,5347993441.012266
