,Date,precip_and_snowmelt_input_Lower San Juan_mean,irrigation_Lower San Juan_mean,AET_Lower San Juan_mean,soil_thickness_Lower San Juan_mean,soil_porosity_Lower San Juan_mean,field_capacity_Lower San Juan_mean,wilting_point_Lower San Juan_mean,Geo_K_Lower San Juan_mean,Runoff_Lower San Juan_mean,Recharge_Lower San Juan_mean,Soil_Water_End_Of_Previous_Timestep_Lower San Juan_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower San Juan_mean,precip_and_snowmelt_input_m3_Lower San Juan_sum,irrigation_m3_Lower San Juan_sum,AET_m3_Lower San Juan_sum,Runoff_m3_Lower San Juan_sum,Recharge_m3_Lower San Juan_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower San Juan_sum,Lower San Juan_area_m2
0,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
1,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.006862
2,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
3,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
4,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
5,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
6,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
7,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
8,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
9,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
10,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
11,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
12,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
13,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
14,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
15,2024-01-01,18.826454868487602,0,3.9326043283787393,324.08039445664224,0.4470082300105883,51.17698591864529,24.849148225418407,11462.15541876997,1.1643239333121749,13.054183645584303,55.41176188938027,38.156093402050075,97748447.06575972,0,20418237.818877235,6045135.069949878,67778337.07827923,282300493.7035658,5347993441.012266
