,Date,precip_and_snowmelt_input_Meadow Valley Wash_mean,irrigation_Meadow Valley Wash_mean,AET_Meadow Valley Wash_mean,soil_thickness_Meadow Valley Wash_mean,soil_porosity_Meadow Valley Wash_mean,field_capacity_Meadow Valley Wash_mean,wilting_point_Meadow Valley Wash_mean,Geo_K_Meadow Valley Wash_mean,Runoff_Meadow Valley Wash_mean,Recharge_Meadow Valley Wash_mean,Soil_Water_End_Of_Previous_Timestep_Meadow Valley Wash_mean,Soil_Saturation_Percent_End_Of_Timestep_Meadow Valley Wash_mean,precip_and_snowmelt_input_m3_Meadow Valley Wash_sum,irrigation_m3_Meadow Valley Wash_sum,AET_m3_Meadow Valley Wash_sum,Runoff_m3_Meadow Valley Wash_sum,Recharge_m3_Meadow Valley Wash_sum,Soil_Water_End_Of_Previous_Timestep_m3_Meadow Valley Wash_sum,Meadow Valley Wash_area_m2
0,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
1,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
2,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.8972903
3,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
4,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
5,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
6,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
7,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
8,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
9,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
10,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
11,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
12,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
13,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
14,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
15,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
16,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
17,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
18,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.89770645
19,2024-01-01,39.77672415119264,0.0,25.84764300557805,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,0.021053384059903365,28.14730293165867,13.003420206056077,30649902.067439333,0.0,19916851.440368623,0,16224.186873785085,21688579.774140935,435786325.8972903
20,2024-02-01,85.5880989816866,0.0,38.13059170950454,396.3990729930002,0.5033221719504368,95.0049995353072,37.092133224430576,13459.417569842955,0,8.92601580491585,66.67879439892491,34.78953132615587,65949600.46551332,0.0,29381456.57854901,0,6877989.923768488,51378733.737336755,435786325.89770645
