,Date,precip_and_snowmelt_input_Meadow Valley Wash_mean,irrigation_Meadow Valley Wash_mean,AET_Meadow Valley Wash_mean,soil_thickness_Meadow Valley Wash_mean,soil_porosity_Meadow Valley Wash_mean,field_capacity_Meadow Valley Wash_mean,wilting_point_Meadow Valley Wash_mean,Geo_K_Meadow Valley Wash_mean,Runoff_Meadow Valley Wash_mean,Recharge_Meadow Valley Wash_mean,Soil_Water_End_Of_Previous_Timestep_Meadow Valley Wash_mean,Soil_Saturation_Percent_End_Of_Timestep_Meadow Valley Wash_mean,precip_and_snowmelt_input_m3_Meadow Valley Wash_sum,irrigation_m3_Meadow Valley Wash_sum,AET_m3_Meadow Valley Wash_sum,Runoff_m3_Meadow Valley Wash_sum,Recharge_m3_Meadow Valley Wash_sum,Soil_Water_End_Of_Previous_Timestep_m3_Meadow Valley Wash_sum,Meadow Valley Wash_area_m2
0,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
1,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
2,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.8972903
3,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
4,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
5,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.8972903
6,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.8972903
7,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
8,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
9,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
10,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
11,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
12,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
13,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
14,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
15,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
16,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.89770645
17,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.8972903
18,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.8972903
19,2024-01-01,32.10934207325492,0.0,17.944727843488977,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,0.314620449152932,1.2923816247021296,47.85647977404813,18.980087023361733,15706869.960399186,0.0,8778023.600197546,153913.0073097662,632199.1522075166,23409770.641916774,435786325.8972903
20,2024-02-01,94.76806003317128,0.0,25.092990478325994,439.7095153475934,0.5022538049372088,102.68107039003864,41.13684321778991,8706.416505580708,2.496316786086355,17.471377023153643,97.56385551965339,44.47723550225397,46357456.18582085,0.0,12274739.449743863,1221172.8025206213,8546354.412561808,47724960.16291131,435786325.89770645
