,Date,precip_and_snowmelt_input_Upper Bear_mean,irrigation_Upper Bear_mean,AET_Upper Bear_mean,soil_thickness_Upper Bear_mean,soil_porosity_Upper Bear_mean,field_capacity_Upper Bear_mean,wilting_point_Upper Bear_mean,Geo_K_Upper Bear_mean,Runoff_Upper Bear_mean,Recharge_Upper Bear_mean,Soil_Water_End_Of_Previous_Timestep_Upper Bear_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Bear_mean,precip_and_snowmelt_input_m3_Upper Bear_sum,irrigation_m3_Upper Bear_sum,AET_m3_Upper Bear_sum,Runoff_m3_Upper Bear_sum,Recharge_m3_Upper Bear_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Bear_sum,Upper Bear_area_m2
0,2005-01-01,60.2939743496734,0.0,4.623207999250404,484.60231684716416,0.4939660038048487,120.72037198935378,61.8225252225514,12956.171667208248,5.091874265662963,32.57017893604335,123.44354927100042,52.46913842886306,388876137.20129216,0.0,29162863.071215693,32840914.086982634,210066366.03153297,776013880.0569744,7314929963.751646
1,2005-02-01,34.01287436779936,0.0,0.7552304335604426,484.60231684716416,0.4939660038048487,120.72037198935378,61.8225252225514,12956.171667208248,2.470594525188717,25.801391304081964,127.60341863000208,53.82174331732521,219371902.92251983,0.0,4763916.358847058,15934550.202314368,166410208.63277045,802164642.3725437,7314929963.751646
2,2005-03-01,39.38243683788364,0.0,4.035900250311216,484.60231684716416,0.4939660038048487,120.72037198935378,61.8225252225514,12956.171667208248,4.64242720029325,27.140214172889458,130.28297207953452,54.91184959048477,254003524.7292859,0.0,25458151.008556865,29942085.29232508,175045127.5112079,819009331.1034498,7314929963.751646
3,2005-04-01,56.259542837597984,3.311432023270381,25.673685196835635,484.60231684716416,0.4939660038048487,120.72037198935378,61.8225252225514,12956.171667208248,3.0503163216435305,29.664984953263698,131.09755696409562,54.85430598084113,362855489.51399106,21357768.734113052,161947759.27807057,19673521.764246844,191328939.4289879,824130003.8255304,7314929963.751646
4,2005-05-01,69.52788426642783,8.609723112943298,56.24339084690858,484.60231684716416,0.4939660038048487,120.72037198935378,61.8225252225514,12956.171667208248,4.295979846565074,24.574856926497773,123.20820250922712,50.85761597449705,448432600.91278136,55530197.75697667,354779264.1527842,27707684.97520408,158499363.82863638,774534443.1436642,7314929963.751646
5,2005-06-01,43.402296419189845,13.245728093081524,78.49991299342769,484.60231684716416,0.4939660038048487,120.72037198935378,61.8225252225514,12956.171667208248,1.5926356525684913,16.00911999040542,87.7935633775732,33.739655206742924,279931041.6297458,85431074.93645221,495171669.5010511,10272041.792121118,103253334.23219562,551904259.2802765,7314929963.751646
6,2005-07-01,6.090447188620255,17.219446225886596,72.22898791277925,484.60231684716416,0.4939660038048487,120.72037198935378,61.8225252225514,12956.171667208248,1.1031227497574512,3.9578509516128633,68.11206431725515,24.809198082194374,39281456.636429355,111060395.51395334,455615212.4214354,7114831.880198051,25526801.104236666,428178805.479629,7314929963.751646
7,2005-08-01,13.262752823026192,13.908014399563738,53.849358159208634,484.60231684716416,0.4939660038048487,120.72037198935378,61.8225252225514,12956.171667208248,1.0913070452517672,5.39902783775096,64.29480110997392,22.923521248399442,85540417.38141765,89702628.05009633,339677792.4393646,7038624.222716853,34821879.52952767,404182013.7729466,7314929963.751646
8,2005-09-01,17.217657747306152,6.622864046540762,31.831046622137134,484.60231684716416,0.4939660038048487,120.72037198935378,61.8225252225514,12956.171667208248,0.4481405992365969,5.376132560898823,62.79513064847037,22.535653238996463,111048446.24773057,42715537.468226105,200787905.7706509,2890381.363143314,34674289.13512079,394754485.93719524,7314929963.751646
9,2005-10-01,17.414848867258222,3.311432023270381,19.834513499404338,484.60231684716416,0.4939660038048487,120.72037198935378,61.8225252225514,12956.171667208248,0.5675156617013566,5.303823003291494,62.840349988973955,22.5043852555619,112320299.12407261,21357768.734113052,125114638.85831362,3660316.5024982584,34207886.351679936,395038772.9338995,7314929963.751646
