,Date,precip_and_snowmelt_input_GSL_Basin_Watershed_mean,irrigation_GSL_Basin_Watershed_mean,AET_GSL_Basin_Watershed_mean,soil_thickness_GSL_Basin_Watershed_mean,soil_porosity_GSL_Basin_Watershed_mean,field_capacity_GSL_Basin_Watershed_mean,wilting_point_GSL_Basin_Watershed_mean,Geo_K_GSL_Basin_Watershed_mean,Runoff_GSL_Basin_Watershed_mean,Recharge_GSL_Basin_Watershed_mean,Soil_Water_End_Of_Previous_Timestep_GSL_Basin_Watershed_mean,Soil_Saturation_Percent_End_Of_Timestep_GSL_Basin_Watershed_mean,precip_and_snowmelt_input_m3_GSL_Basin_Watershed_sum,irrigation_m3_GSL_Basin_Watershed_sum,AET_m3_GSL_Basin_Watershed_sum,Runoff_m3_GSL_Basin_Watershed_sum,Recharge_m3_GSL_Basin_Watershed_sum,Soil_Water_End_Of_Previous_Timestep_m3_GSL_Basin_Watershed_sum,GSL_Basin_Watershed_area_m2
0,2005-01-01,57.58950045791244,0.0,7.557139572315467,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,9.462510944090498,22.499076814342796,164.694353662353,65.26729098737498,1944732872.2515268,0.0,255177032.7345727,319587312.28280145,759829842.9344299,4798868415.284258,33723506139.65602
1,2005-02-01,32.8996771203814,0.0,12.800706309296478,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,4.614673215202173,15.281344190820322,166.86171607240388,65.88585344912151,1111012093.4560912,0.0,432220360.3452795,155849570.89237952,516108621.11063486,4862007968.960738,33723506139.65602
2,2005-03-01,54.21118303594138,0.0,28.144316034670588,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,9.270239694601603,17.732930547857368,169.90447043378106,66.43519262729691,1830720744.2227151,0.0,950298277.9790748,313096890.3767982,598904936.6374303,4950698494.525811,33723506139.65602
3,2005-04-01,76.06425780813065,1.2977924856744039,44.008460215741735,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,13.557897457731208,23.776952696335062,174.65217013810351,67.99425646750146,2568349327.1475635,43830500.77753537,1485961121.0355496,457796417.01759505,802908494.4362416,5088972739.34133,33723506139.65602
4,2005-05-01,92.64131215035773,3.3742604449616875,69.12919511731825,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,15.754440680746207,23.187254331926326,176.189038177337,68.0795974522422,3128142045.3193784,113959301.42022641,2334194840.661052,531970040.35768193,782978826.968376,5133725503.297599,33723506139.65602
5,2005-06-01,44.16920498345735,5.1911699426976154,96.68334799604101,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,3.272842950626571,3.798209196326595,152.27118421446517,56.37871898944832,1491434938.5198836,175322003.1101415,3264690346.551488,110508606.33249304,128257524.63941473,4436698917.17756,33723506139.65602
6,2005-07-01,3.096236150149096,6.748520889923375,103.31917132374248,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,1.5103981505279958,0.7568043437565385,112.13063081198008,37.82338767937106,104525118.59733544,227918602.84045282,3488688770.352774,51009543.61611117,25553909.792241562,3267017421.909419,33723506139.65602
7,2005-08-01,13.937039582768405,5.450728554034052,75.85558649164717,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,1.883339850160616,0.8062293030461952,103.6279003296866,34.48173038653431,470569579.93122923,184088107.122579,2561362322.3357573,63599896.808825046,27221694.77415508,3019255424.387904,33723506139.65602
8,2005-09-01,11.401111957528565,2.5955849713488077,53.62147720115564,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,0.6621130201188297,0.632373837438768,98.90280968591357,32.74560115895541,384982761.75739765,87661001.55507074,1810623112.7500126,22358223.78722574,21350687.706473686,2881577774.5422335,33723506139.65602
9,2005-10-01,31.623191122869546,1.2977924856744039,26.76507592949902,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,2.2141057690670984,1.8066153170565054,112.86395817624407,38.883426177552764,1067783640.4683914,43830500.77753537,903760189.2246346,74752900.11249831,60992384.83763386,3288401842.708901,33723506139.65602
