,Date,precip_and_snowmelt_input_GSL_Basin_Watershed_mean,irrigation_GSL_Basin_Watershed_mean,AET_GSL_Basin_Watershed_mean,soil_thickness_GSL_Basin_Watershed_mean,soil_porosity_GSL_Basin_Watershed_mean,field_capacity_GSL_Basin_Watershed_mean,wilting_point_GSL_Basin_Watershed_mean,Geo_K_GSL_Basin_Watershed_mean,Runoff_GSL_Basin_Watershed_mean,Recharge_GSL_Basin_Watershed_mean,Soil_Water_End_Of_Previous_Timestep_GSL_Basin_Watershed_mean,Soil_Saturation_Percent_End_Of_Timestep_GSL_Basin_Watershed_mean,precip_and_snowmelt_input_m3_GSL_Basin_Watershed_sum,irrigation_m3_GSL_Basin_Watershed_sum,AET_m3_GSL_Basin_Watershed_sum,Runoff_m3_GSL_Basin_Watershed_sum,Recharge_m3_GSL_Basin_Watershed_sum,Soil_Water_End_Of_Previous_Timestep_m3_GSL_Basin_Watershed_sum,GSL_Basin_Watershed_area_m2
0,2005-01-01,42.13545327868143,0.0,7.557139572315467,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,6.023493695800735,15.82509537619996,158.32667457707925,62.495797600773976,1422863679.7847712,0.0,255177032.7345727,203433101.5477232,534455695.09967077,4613312382.511668,33723506139.65187
1,2005-02-01,34.046457979958156,0.0,12.800706309296478,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,4.296419002606592,12.92945290345903,162.04840849332268,63.953103874255966,1149714042.9795852,0.0,432220360.3452795,145098748.45348167,436679394.71033925,4721738335.004796,33723506139.65187
2,2005-03-01,54.4540305963614,0.0,28.144316034670588,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,8.155751475508636,15.740361013817312,165.75974741860432,64.87580103285215,1838941595.3121543,0.0,950298277.9790748,275451806.235536,531625448.3068222,4829919676.362993,33723506139.65187
3,2005-04-01,70.1642784309787,1.2977924856744039,44.008460215741735,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,10.974745257593867,19.46546539839659,170.06501054472395,66.00271239779401,2369211472.4271135,43830500.77753537,1485961121.0355496,370582412.37816924,657356410.2921953,4955324783.025267,33723506139.65187
4,2005-05-01,101.43465662487408,3.3742604449616875,69.12919511731825,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,16.465060848558522,22.968011204333585,175.84148570781988,68.20714139262138,3425021710.219753,113959301.42022641,2334194840.661052,555960384.0822477,775552646.5379422,5123604642.471757,33723506139.65187
5,2005-06-01,45.10206634660916,5.1911699426976154,96.68334799604101,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,3.0805281681636556,3.3659616521784503,150.79692680686426,55.88071219101947,1522945610.619097,175322003.1101415,3264690346.551488,104020899.68501438,113652728.66177358,4393746128.629438,33723506139.65187
6,2005-07-01,3.0975521136457584,6.748520889923375,103.31917132374248,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,1.5135777265583619,0.7300576600784064,111.19495391731574,37.547033008338126,104572292.16616854,227918602.84045282,3488688770.352774,51116847.43109381,24651192.38056552,3239763324.5626154,33723506139.65187
7,2005-08-01,13.430280067912909,5.450728554034052,75.85558649164717,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,1.8728597448614928,0.7891665132964756,102.2639118154986,34.10619367852962,453439880.220291,184088107.122579,2561362322.3357573,63244062.50864604,26645178.889038384,2979506263.8523903,33723506139.65187
8,2005-09-01,11.897394837755725,2.5955849713488077,53.62147720115564,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,0.7000192054577488,0.6256976796530204,97.54379662413638,32.35685305474245,401728500.7258223,87661001.55507074,1810623112.7500126,23636802.904638972,21124404.408170614,2841966113.1841083,33723506139.65187
9,2005-10-01,33.152448652571145,1.2977924856744039,26.76507592949902,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,2.3536919001343235,1.683484171916923,110.28818018489635,38.15259498559742,1119406440.5512104,43830500.77753537,903760189.2246346,79464268.8575996,56832391.25295658,3213319884.8812857,33723506139.65187
10,2005-11-01,25.38806940959376,0.0,15.786890039689268,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,1.427019229741577,1.8775702452449274,121.40421614748216,43.18869167680855,857376305.4607956,0.0,533067188.5278275,48189744.611115545,63401779.07197863,3537330130.1204276,33723506139.65187
11,2005-12-01,56.453984685567946,0.0,8.470358003339088,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,7.094002390559886,11.36669914552142,149.87840715763954,57.16774802297507,1906376946.664987,0.0,286024359.6095841,239539764.5157389,383888697.3451872,4367081793.201703,33723506139.65187
12,2006-01-01,49.971402617082084,0.0,9.186029771961554,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,9.449952644265572,14.96636729611537,165.27566327900533,64.40117902107629,1687509999.9700694,0.0,310191982.50060445,319122731.7932499,505468162.39419234,4815742658.159395,33723506139.65187
13,2006-02-01,25.51671674882874,0.0,13.896050566347077,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,4.044135426199243,9.369688682475457,165.91210312318177,64.73849451863205,861650818.6063453,0.0,469225920.39113694,136561506.92317057,316449184.745858,4834257327.60863,33723506139.65187
14,2006-03-01,78.77584448123604,0.0,21.466034170773867,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,17.76244550325773,24.34007785326436,182.4987399196707,72.84967392808738,2660142702.6228786,0.0,724847720.5373249,599821767.3186157,821962980.9297996,5317595499.017048,33723506139.65187
15,2006-04-01,66.51816347922451,1.3417456167047621,42.94696431963362,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,14.326943092996691,18.527103610012734,180.64111570577205,71.02957675175399,2246187983.2684436,45314450.518708386,1450154612.2650032,483808144.03313184,625683096.9987937,5263470447.916384,33723506139.65187
16,2006-05-01,25.000699492480763,3.4885385880066635,75.41307097083777,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,1.436636192404975,4.294205310968294,152.32953212916826,55.89986533166141,844174221.6419876,117817570.82808153,2546416574.431293,48509814.170537405,145033540.1372883,4438443510.633997,33723506139.65187
17,2006-06-01,19.292989125592122,5.3669824668190484,93.0630104871684,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,1.7696100929228145,1.0133899977368328,124.50560193266803,42.734316803990374,651439342.5635241,181257802.07483354,3142426670.253712,59752304.81438648,34214814.914558664,3627606825.4477706,33723506139.65187
18,2006-07-01,14.838465295647742,6.977077176013327,87.23558389234904,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,2.6478778606995323,1.0805616775745517,113.09485589640202,38.116640675070116,501002269.2634624,235635141.65616307,2945691434.9986134,89411096.96199828,36481334.79518877,3295086131.4808607,33723506139.65187
19,2006-08-01,14.36997202057432,5.635331465575123,76.64503084167264,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,2.0338651121538014,0.8834597392165696,106.36599850052113,35.4684404163407,485280078.8573677,190320687.97123468,2588054513.9939613,68685448.90531752,29831178.3022792,3099036564.771789,33723506139.65187
20,2006-09-01,42.88719208043537,2.6834912334095242,41.192782948603835,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,3.785193024500209,2.6116504569286465,118.23529520012232,40.70796821589824,1448295234.0716262,90628901.03741677,1390951960.4813347,127829399.58341864,88187176.57421097,3444969178.767276,33723506139.65187
21,2006-10-01,47.39770600682657,1.3417456167047621,24.61532136323194,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,4.96799170144998,4.704930140511623,136.46878784275532,50.10655860426652,1600482168.613646,45314450.518708386,831192052.1574591,167750658.60723293,158866319.69563383,3976300295.065345,33723506139.65187
22,2006-11-01,29.21460239264003,0.0,16.425140212142704,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,2.4186960224111456,5.020541187403656,143.53099043487666,53.639474287187774,986537150.7854347,0.0,554642152.6347917,81665372.40978155,169553004.5056467,4182106756.241469,33723506139.65187
23,2006-12-01,39.09742422211354,0.0,9.311415917702202,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,6.475779167944324,10.279907586363143,158.29870455456432,61.42560872343283,1320088744.4974067,0.0,314421379.9667218,218629518.64166984,347141628.4788592,4612339871.562143,33723506139.65187
24,2007-01-01,11.263290256587258,0.0,7.490397592649977,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,1.631491212569291,4.07277465831676,158.0550002491467,60.74199987211851,380367640.42022026,0.0,252915651.71978098,55095383.226320714,137549082.14409906,4605266121.582655,33723506139.65187
25,2007-02-01,48.504517365180796,0.0,14.03707498975273,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,8.213343142759753,16.764501412224373,169.65241458809217,66.3390100196994,1637969194.9037843,0.0,473985706.14624333,277351022.306303,566184094.6185744,4943228841.83362,33723506139.65187
26,2007-03-01,30.895902159480084,0.0,31.272961300448813,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,3.666501544376725,9.071451473896992,164.02359156222374,62.48859028387538,1043273734.8925972,0.0,1055946580.6117643,123806519.90525894,306365979.6776155,4779219310.164482,33723506139.65187
27,2007-04-01,26.4325644833552,1.4950444208330607,45.15872214502076,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,2.0579868196770743,4.3721654102288,156.76516509631065,58.91006025731813,892518876.6087058,50492500.69870236,1524854769.350871,69475011.57223246,147639856.92601386,4567693722.318846,33723506139.65187
28,2007-05-01,15.452063851719466,3.8871155304615903,71.33629919921614,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,1.0841587338272862,1.0017334842791386,132.87735064484573,47.048200955695044,521797819.2754811,131280503.04291648,2408811042.7662406,36611833.84815401,33824755.35107499,3871589019.3739552,33723506139.65187
29,2007-06-01,28.514378404243644,5.980177683332243,84.93684705129608,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,3.284029235369896,1.8004873944069861,121.62041387719769,41.76026224792936,962826411.1658014,201970002.79480943,2868088714.6597037,110884438.66671474,60787465.115611754,3543517238.7089767,33723506139.65187
30,2007-07-01,19.829860313500276,7.774231060923181,85.01879742469531,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,4.058005994257566,1.9199440739062086,115.23730963272857,39.26639555355385,669499968.229692,262561006.08583295,2870861787.17056,137019349.3462832,64818019.88617917,3357483402.313001,33723506139.65187
31,2007-08-01,10.7127659366451,6.2791864611239285,73.48718845911597,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,2.399339370829962,1.066173025149107,108.97967153937596,36.722636858369754,361737406.1510122,212068499.3426921,2481450922.4426346,81025106.64297695,35999130.60033837,3175142500.303815,33723506139.65187
32,2007-09-01,28.98925386292309,2.9900888416661213,50.38147450188443,453.48846592550416,0.5086230828901156,117.8384342263478,57.873725289386364,4695.238048550398,2.7662874741753707,1.665142720377977,111.9756304933874,37.95480125048784,978943575.568852,100985001.39740472,1701192341.575549,93411904.07295069,56221172.065472856,3262478670.2461643,33723506139.65187
