,Date,precip_and_snowmelt_input_Sevier Lake_mean,irrigation_Sevier Lake_mean,AET_Sevier Lake_mean,soil_thickness_Sevier Lake_mean,soil_porosity_Sevier Lake_mean,field_capacity_Sevier Lake_mean,wilting_point_Sevier Lake_mean,Geo_K_Sevier Lake_mean,Runoff_Sevier Lake_mean,Recharge_Sevier Lake_mean,Soil_Water_End_Of_Previous_Timestep_Sevier Lake_mean,Soil_Saturation_Percent_End_Of_Timestep_Sevier Lake_mean,precip_and_snowmelt_input_m3_Sevier Lake_sum,irrigation_m3_Sevier Lake_sum,AET_m3_Sevier Lake_sum,Runoff_m3_Sevier Lake_sum,Recharge_m3_Sevier Lake_sum,Soil_Water_End_Of_Previous_Timestep_m3_Sevier Lake_sum,Sevier Lake_area_m2
0,2024-01-01,10.92623424091235,0,12.187851754980038,488.99361396131593,0.47874613143868194,101.4875190915546,45.236520516321335,6182.229398691753,0.07715893532659285,0.52621412337165,50.62638822686305,19.173986179732356,39465130.99133881,0,44025502.380549036,278701.18780202966,1900498.8563353885,182851419.77651048,3611099971.8449254
1,2024-01-01,10.92623424091235,0,12.187851754980038,488.99361396131593,0.47874613143868194,101.4875190915546,45.236520516321335,6182.229398691753,0.07715893532659285,0.52621412337165,50.62638822686305,19.173986179732356,39465130.99133881,0,44025502.380549036,278701.18780202966,1900498.8563353885,182851419.77651048,3611099971.846993
2,2024-01-01,10.92623424091235,0,12.187851754980038,488.99361396131593,0.47874613143868194,101.4875190915546,45.236520516321335,6182.229398691753,0.07715893532659285,0.52621412337165,50.62638822686305,19.173986179732356,39465130.99133881,0,44025502.380549036,278701.18780202966,1900498.8563353885,182851419.77651048,3611099971.8449254
3,2024-01-01,10.92623424091235,0,12.187851754980038,488.99361396131593,0.47874613143868194,101.4875190915546,45.236520516321335,6182.229398691753,0.07715893532659285,0.52621412337165,50.62638822686305,19.173986179732356,39465130.99133881,0,44025502.380549036,278701.18780202966,1900498.8563353885,182851419.77651048,3611099971.8449254
4,2024-01-01,10.92623424091235,0,12.187851754980038,488.99361396131593,0.47874613143868194,101.4875190915546,45.236520516321335,6182.229398691753,0.07715893532659285,0.52621412337165,50.62638822686305,19.173986179732356,39465130.99133881,0,44025502.380549036,278701.18780202966,1900498.8563353885,182851419.77651048,3611099971.8449254
5,2024-01-01,10.92623424091235,0,12.187851754980038,488.99361396131593,0.47874613143868194,101.4875190915546,45.236520516321335,6182.229398691753,0.07715893532659285,0.52621412337165,50.62638822686305,19.173986179732356,39465130.99133881,0,44025502.380549036,278701.18780202966,1900498.8563353885,182851419.77651048,3611099971.8449254
6,2024-01-01,10.92623424091235,0,12.187851754980038,488.99361396131593,0.47874613143868194,101.4875190915546,45.236520516321335,6182.229398691753,0.07715893532659285,0.52621412337165,50.62638822686305,19.173986179732356,39465130.99133881,0,44025502.380549036,278701.18780202966,1900498.8563353885,182851419.77651048,3611099971.8449254
7,2024-01-01,10.92623424091235,0,12.187851754980038,488.99361396131593,0.47874613143868194,101.4875190915546,45.236520516321335,6182.229398691753,0.07715893532659285,0.52621412337165,50.62638822686305,19.173986179732356,39465130.99133881,0,44025502.380549036,278701.18780202966,1900498.8563353885,182851419.77651048,3611099971.8449254
8,2024-01-01,10.92623424091235,0,12.187851754980038,488.99361396131593,0.47874613143868194,101.4875190915546,45.236520516321335,6182.229398691753,0.07715893532659285,0.52621412337165,50.62638822686305,19.173986179732356,39465130.99133881,0,44025502.380549036,278701.18780202966,1900498.8563353885,182851419.77651048,3611099971.846993
9,2024-01-01,10.92623424091235,0,12.187851754980038,488.99361396131593,0.47874613143868194,101.4875190915546,45.236520516321335,6182.229398691753,0.07715893532659285,0.52621412337165,50.62638822686305,19.173986179732356,39465130.99133881,0,44025502.380549036,278701.18780202966,1900498.8563353885,182851419.77651048,3611099971.8449254
